id,customer_id,billing_address_id,channel_id,store_id,method,status_payment,amount,paid_at_date_id,paid_at_time,transaction_ref
3112,212,1698,1,,CARD,PAID,27036.0,525,06:50:38,TX-46JR7O9CRA86
3113,822,2841,1,,CARD,PAID,31846.8,766,20:54:48,TX-OOS0NECOO7UJ
3114,71,1041,2,1,CARD,PAID,13068.0,816,01:15:08,TX-EDCB21NWN4NH
3115,647,3180,1,,CARD,PAID,31936.5,472,02:03:35,TX-H283X4NC2TKA
3116,233,1943,1,,GATEWAY,PAID,41856.0,591,09:21:24,TX-LZ6JISMIWCH8
3117,199,2007,1,,CARD,PAID,54450.0,498,19:45:59,TX-8XM4M0QQ21ZY
3118,353,,2,1,CARD,PAID,80477.1,383,18:03:04,TX-FZTI49Q7P1KR
3119,1038,554,2,1,CARD,PAID,49005.0,610,03:14:20,TX-AX0ELEGJRK0C
3120,1192,1714,1,,GATEWAY,PAID,26136.0,408,12:41:54,TX-1DMGXVXK3RFA
3121,807,2000,1,,CARD,FAILED,45723.24,,,
3122,713,235,2,2,TRANSFER,PAID,14520.0,681,11:44:04,TX-I3N2QUGNXGDM
3123,442,135,1,,CARD,PAID,30240.0,457,22:00:15,TX-1VC7QIRDQ6U5
3124,152,2225,1,,CARD,PAID,67329.0,843,13:03:25,TX-4VV0ASM94170
3125,520,2535,2,3,TRANSFER,PAID,25613.28,524,13:44:21,TX-DP6CHCV8WVZT
3126,858,2865,1,,GATEWAY,PAID,12661.2,810,13:34:33,TX-EIMJNZV1PIXR
3127,888,388,1,,GATEWAY,PAID,110136.3,682,22:07:57,TX-IEX6U1L9O1LM
3128,1367,1920,2,4,CASH,PAID,32343.3,774,00:19:05,TX-WEE3JV7U98XQ
3129,1109,2725,2,4,CASH,PAID,70131.6,989,09:11:44,TX-ZVFRFMQ3MHJ8
3130,1068,1624,1,,CARD,PAID,27036.0,859,18:13:46,TX-0NEC799EV1MM
3131,994,412,2,3,CARD,PAID,19057.5,401,05:22:45,TX-71Z5QSETI9FW
3132,347,2065,1,,GATEWAY,PAID,45999.12,704,14:14:04,TX-O1O3MN5K395U
3133,1388,1744,2,2,TRANSFER,PAID,11761.2,606,09:34:17,TX-4FJ2VNL9C1QY
3134,66,1106,1,,GATEWAY,FAILED,46532.73,,,
3135,1124,1211,1,,GATEWAY,PAID,13968.0,529,07:39:20,TX-W71A986XVIRV
3136,950,688,2,2,CARD,PAID,61601.1,403,04:29:29,TX-NHJ2M96TF5DB
3137,588,1592,1,,CARD,PAID,39619.92,602,11:36:47,TX-WMOOJ6L79JVT
3138,949,2591,1,,CARD,PAID,26136.0,907,20:58:50,TX-HE6K3BW161AI
3139,722,194,1,,CARD,PAID,31082.16,884,04:20:31,TX-HJZCLOPRBFDW
3140,271,2262,2,3,TRANSFER,PAID,31944.0,572,12:27:14,TX-46G26FXP9LD5
3141,738,2632,1,,CARD,PAID,19350.0,721,04:48:30,TX-1B35GESN9PSA
3142,1167,2607,2,2,CASH,FAILED,36300.0,,,
3143,974,1807,1,,CARD,PAID,15683.7,626,11:31:44,TX-WCPQ35TYYVG8
3144,1473,1873,2,3,TRANSFER,PAID,13068.0,989,12:46:33,TX-9ADYEB3RII31
3145,77,2094,1,,GATEWAY,PAID,54924.0,623,01:05:22,TX-1J2SWITWUP7Z
3146,469,,1,,GATEWAY,PAID,49905.0,412,07:24:18,TX-8NNUCOM1WWK6
3147,508,1547,1,,CARD,PAID,73282.44,884,10:58:20,TX-CTD532H3YL76
3148,1293,2909,2,2,TRANSFER,REFUNDED,53687.7,491,07:21:49,TX-RP8APAHMTVDY
3149,717,2552,1,,GATEWAY,FAILED,95287.5,,,
3150,1233,2218,1,,CARD,PAID,50205.0,636,12:30:09,TX-YWV2C91NWSXY
3151,954,1375,2,1,CARD,PAID,19965.0,944,06:52:46,TX-CVWX5OUAE3US
3152,174,2641,2,1,CARD,REFUNDED,14520.0,933,10:54:55,TX-8VYGY2WNIQHY
3153,732,2865,1,,GATEWAY,FAILED,40404.0,,,
3154,1281,2537,1,,CARD,PAID,28788.0,845,16:09:50,TX-7HIITGR7NPVV
3155,1430,239,2,4,TRANSFER,PAID,30492.0,585,23:19:18,TX-9X6781H6ASWD
3156,238,2552,2,1,CASH,PAID,14520.0,888,06:57:17,TX-W1IR22JEMER0
3157,221,1361,1,,CARD,PAID,15129.6,814,19:22:53,TX-2ZGEYXV6W0H1
3158,685,1514,2,3,CASH,PAID,29882.16,626,23:35:30,TX-MHTBCXMZ5C5P
3159,592,2750,1,,CARD,PAID,43888.8,420,23:04:38,TX-Z0QIH8CMD3JB
3160,142,1883,1,,GATEWAY,FAILED,114347.1,,,
3161,970,237,1,,CARD,PAID,29088.0,564,16:43:47,TX-2TBABA7LD70X
3162,995,1396,2,3,CASH,PAID,31036.5,899,18:01:33,TX-IHKXN1EN87UD
3163,444,3081,2,4,CARD,REFUNDED,18150.0,533,13:27:24,TX-Y853Z9LU9NC7
3164,297,,1,,CARD,PAID,14229.6,518,04:40:11,TX-HSZZZOUV6149
3165,947,567,1,,CARD,PAID,85101.48,795,15:34:53,TX-S7TNY1EO1KX4
3166,57,2743,1,,CARD,PENDING,28642.8,,,
3167,38,1705,1,,GATEWAY,PAID,64425.0,926,22:58:37,TX-VM2NS6UN8LNQ
3168,376,119,2,3,CARD,PAID,53361.0,836,01:02:08,TX-PMA45W01G02B
3169,503,1339,1,,CARD,PAID,27336.0,535,11:56:41,TX-11XB7APIUYZC
3170,1095,2300,1,,GATEWAY,PAID,35385.0,874,01:14:33,TX-QFBCOLJHRB1X
3171,1338,515,1,,GATEWAY,PAID,27588.0,504,06:11:50,TX-K1CQT83VKQNF
3172,909,1714,1,,CARD,FAILED,13706.64,,,
3173,932,,2,1,CASH,REFUNDED,17787.0,613,07:36:38,TX-4F2LGFYURJNZ
3174,912,1489,1,,CARD,PENDING,62319.6,,,
3175,1161,1176,1,,GATEWAY,REFUNDED,30240.0,720,17:11:42,TX-YZBFHZDRDS2T
3176,189,1617,1,,CARD,PAID,45304.5,624,07:19:03,TX-IWCCXBN3OX3Q
3177,488,2962,2,1,CARD,PAID,29040.0,948,08:50:28,TX-LSRG91LIWM1M
3178,946,2958,2,3,TRANSFER,PAID,26136.0,966,00:23:02,TX-MV9V07013R90
3179,475,2909,2,4,CARD,PAID,35283.6,648,22:52:10,TX-11O64S1YTNYR
3180,692,2395,1,,GATEWAY,PAID,42582.0,778,09:43:36,TX-WOGKXXNTI5TP
3181,506,2061,2,1,CASH,PAID,36300.0,584,03:57:21,TX-9ITKAL8B3661
3182,733,3088,2,3,TRANSFER,PAID,24829.2,921,00:31:00,TX-FZVF02442IKR
3183,151,292,1,,CARD,PAID,76616.88,906,09:11:08,TX-725PJVWOZUKL
3184,1276,1984,1,,CARD,PAID,39133.5,681,04:23:59,TX-V2O4LTF9SDEP
3185,320,,1,,CARD,FAILED,31980.3,,,
3186,514,,2,2,CASH,PAID,13794.0,927,20:52:32,TX-FE371W6YX676
3187,1447,2234,1,,CARD,PAID,43888.8,658,01:27:04,TX-TFD2AT5KNLUA
3188,833,2352,1,,CARD,REFUNDED,61375.8,971,00:28:16,TX-9F5ZR6ASW4ON
3189,1096,1800,1,,GATEWAY,FAILED,43588.8,,,
3190,521,2681,2,2,CARD,PAID,68897.4,896,18:53:49,TX-M3H35SA0V7BZ
3191,960,1325,2,2,CASH,PAID,53905.5,843,08:04:19,TX-GIIR4W4L3MHZ
3192,1397,,1,,GATEWAY,PAID,101932.5,592,23:02:38,TX-1MMCR2VVGU3Z
3193,254,,2,3,CASH,PAID,53361.0,805,22:42:22,TX-J6T11ALBQSSV
3194,1447,1324,1,,CARD,PAID,68897.16,599,10:02:39,TX-EXQPHPJP2FH6
3195,572,2871,2,3,CASH,PAID,35574.0,567,01:58:32,TX-CJCJCXE4O5MX
3196,926,141,1,,CARD,PAID,27336.0,396,16:35:24,TX-JF12PE14F4GX
3197,818,1316,2,1,CARD,PAID,81675.0,669,14:23:23,TX-MXANE7KXFVGV
3198,157,1518,1,,GATEWAY,PAID,58007.4,644,18:27:48,TX-W0NE8CXX9UQ3
3199,1005,,1,,CARD,PAID,16146.0,900,00:44:42,TX-FPNWX4WVUBGT
3200,1166,2843,2,3,CASH,PAID,28459.2,513,10:02:47,TX-1NQP7LYDC30E
3201,1306,1522,1,,GATEWAY,PAID,66240.0,601,01:15:14,TX-KR6PVPZ74GBM
3202,1452,,2,1,CASH,FAILED,35574.0,,,
3203,1206,681,1,,CARD,PAID,31692.0,782,15:35:05,TX-BB70Z9SZS6QV
3204,1463,2561,1,,CARD,PAID,44278.5,897,21:02:20,TX-81XXQ6K2UYNI
3205,231,1873,1,,CARD,PAID,16335.0,573,01:59:46,TX-39LP7CM2H42S
3206,122,2430,2,1,CARD,PAID,39131.4,594,11:13:32,TX-1LHJY9QRBZU0
3207,1077,472,1,,CARD,PAID,48924.9,884,16:40:50,TX-QNTXHLZ7QG7J
3208,1056,1770,1,,CARD,REFUNDED,36783.6,780,04:18:18,TX-3PCNS87Z8O5X
3209,494,1457,1,,GATEWAY,PAID,96187.5,439,22:27:45,TX-SF30HNL2K63L
3210,228,2524,1,,CARD,PAID,38443.8,978,19:39:39,TX-ZALO7NUZUMVG
3211,209,563,2,1,CARD,PAID,49005.0,962,14:32:09,TX-KGGWTGC2HYS0
3212,65,3078,1,,GATEWAY,PAID,84264.0,989,22:58:26,TX-H9HA9GN305R0
3213,552,193,1,,GATEWAY,PAID,40404.0,526,18:43:10,TX-Q7MXW8KGNWJD
3214,342,882,1,,CARD,PAID,33870.0,777,20:10:25,TX-OAZ0Q7QK9YEF
3215,266,23,1,,GATEWAY,PAID,15729.6,714,19:47:46,TX-VCQTY0OI7XCE
3216,1116,2302,1,,CARD,PAID,49005.0,403,01:04:02,TX-SBOZIQLPXA1U
3217,92,1859,1,,CARD,PAID,14994.0,928,15:39:25,TX-Y19ERTK1JDFE
3218,1204,1546,1,,CARD,PAID,44760.0,369,18:28:29,TX-ZN4KSOVMYH8W
3219,664,761,1,,CARD,FAILED,15429.6,,,
3220,1459,2385,1,,GATEWAY,PAID,35385.0,560,13:56:46,TX-P1A0TP51KM4S
3221,1166,2098,1,,GATEWAY,PAID,86785.8,959,22:31:31,TX-AXU5H2JW3A2Y
3222,253,840,1,,GATEWAY,FAILED,71259.0,,,
3223,249,1907,2,1,CASH,REFUNDED,29040.0,951,23:50:22,TX-PEHNU2ZPHQOC
3224,948,,1,,GATEWAY,PAID,27636.0,506,21:43:24,TX-SPN09I0U7O14
3225,754,1162,2,2,CASH,PAID,14229.6,911,17:12:09,TX-3TYY669G1VV8
3226,1427,1070,2,3,CASH,PAID,26136.0,792,09:52:38,TX-N9501ILVZATC
3227,1351,1043,2,3,CARD,PAID,43560.0,585,05:36:54,TX-RRO0XOO9PI5Y
3228,401,1395,1,,CARD,PAID,35685.0,772,06:37:37,TX-7W2K7FMX8LW7
3229,609,1955,2,4,CASH,PAID,29040.0,786,07:44:39,TX-3OEEM3N2S4S2
3230,720,1080,1,,GATEWAY,PAID,40404.0,468,08:01:51,TX-VYVGR7TWFBDH
3231,1000,2279,1,,CARD,FAILED,37500.0,,,
3232,1143,3082,1,,CARD,FAILED,29867.4,,,
3233,871,393,2,4,CASH,PAID,53905.5,476,02:27:16,TX-4ZKXNAYHYRCZ
3234,1336,1525,2,3,CARD,PAID,83490.0,976,09:13:53,TX-IGLLM10PS8UO
3235,357,2317,2,2,CARD,PAID,27588.0,793,00:29:02,TX-MYZUZG8SWK26
3236,1352,1390,2,4,TRANSFER,PAID,12414.6,762,05:38:59,TX-VNA7069QB0XE
3237,1312,514,2,2,CARD,PAID,17242.5,604,10:05:32,TX-RF79H6O37Q4A
3238,272,2781,1,,CARD,PAID,14520.0,622,12:06:18,TX-USAO70V45JFE
3239,1284,2913,2,1,CARD,PAID,29040.0,486,21:22:06,TX-GOAB0M0BCPEG
3240,738,,1,,GATEWAY,PAID,27442.8,422,22:59:44,TX-IBAQYQ7ZXDJZ
3241,69,1571,2,1,CASH,PAID,41382.0,555,00:53:39,TX-PRQ0SNV38QA7
3242,1237,1179,1,,GATEWAY,PAID,50505.0,636,22:56:28,TX-I9JZ4WNYIEXD
3243,83,3081,1,,CARD,PAID,55650.0,571,12:27:25,TX-UKEC84O1VIMG
3244,1172,1416,1,,GATEWAY,FAILED,29088.0,,,
3245,489,803,2,2,TRANSFER,PAID,45738.0,917,18:34:33,TX-3RK0CYO8NH2A
3246,451,3107,1,,CARD,PAID,14694.0,809,12:57:00,TX-CD2WJYAROCZL
3247,918,2097,2,3,CASH,PAID,45520.2,387,11:30:16,TX-CC5QA824Q2W8
3248,491,,1,,CARD,PAID,27588.0,525,18:09:36,TX-ZSG2A6Y7IAXR
3249,1232,,1,,CARD,PAID,36474.0,844,05:55:31,TX-4QTNHUFPYEGZ
3250,477,2549,1,,CARD,PAID,36774.0,873,13:57:00,TX-3YE79G20YT1M
3251,1466,1179,2,3,TRANSFER,PAID,14520.0,695,14:04:43,TX-1H0R8QJPPGZM
3252,1369,3009,2,3,CARD,FAILED,50747.4,,,
3253,254,,1,,CARD,PAID,15420.0,493,21:02:00,TX-PRTJX8NUWV94
3254,388,126,2,1,CARD,PAID,27588.0,392,14:03:48,TX-XUC9BJ8D6YQG
3255,1415,2453,1,,GATEWAY,PAID,57172.5,973,15:59:36,TX-1S872LGSHIQ4
3256,1434,1385,1,,CARD,FAILED,42582.0,,,
3257,204,595,2,1,CASH,PAID,72091.8,493,06:52:59,TX-1WEF39Z25UCR
3258,902,210,1,,CARD,PAID,48157.68,874,23:26:58,TX-VS1Y9KZSW01B
3259,653,1098,2,3,CARD,REFUNDED,26136.0,399,01:43:18,TX-KYVEJ11PJYIE
3260,427,3066,1,,GATEWAY,PAID,24422.4,781,03:40:03,TX-2PNA30NLPWNX
3261,439,2426,2,4,CARD,PAID,48351.6,426,14:38:20,TX-X4OE2W4X8RVF
3262,816,1306,1,,GATEWAY,PAID,74707.5,988,10:19:15,TX-JT7I6KX9S5Q7
3263,19,,1,,GATEWAY,PAID,20166.75,461,22:57:51,TX-ZLN51XKOX1MB
3264,1480,1191,2,4,CASH,PAID,53905.5,526,07:56:55,TX-LUC8L9V3CMAX
3265,619,500,1,,CARD,PAID,15720.0,474,16:13:40,TX-TZV7WLUD7P56
3266,907,705,1,,GATEWAY,PAID,27036.0,501,04:55:26,TX-XF7KLJFMGYXK
3267,411,554,1,,CARD,PAID,34241.55,952,13:17:31,TX-CV3KLRJ6317K
3268,1472,846,2,1,CASH,PAID,71692.5,963,14:53:55,TX-B8YSNE5F2ORD
3269,1414,,1,,CARD,PAID,19866.75,481,07:35:47,TX-UWYURAEG9QOJ
3270,1437,2974,2,3,CARD,PAID,106213.8,968,18:54:46,TX-SDOMHT0Q5NXU
3271,993,1278,2,1,CASH,PAID,28459.2,923,22:33:51,TX-VFQ4URP6FRR3
3272,882,2201,2,3,CASH,PAID,35574.0,664,22:06:04,TX-XMCAHSWFVXHF
3273,1485,,1,,CARD,PAID,55813.88,732,12:48:59,TX-CMEZ8T3W0VXM
3274,1422,231,2,1,CARD,PAID,42688.8,475,18:05:24,TX-XYVWK2GJ2Z53
3275,594,2242,2,1,CASH,PAID,53361.0,920,11:49:14,TX-VO6OCXN1XNOF
3276,791,3095,1,,GATEWAY,PAID,84916.88,918,04:47:48,TX-687FUAA7ECD9
3277,417,1607,2,4,CARD,PAID,13068.0,816,14:24:23,TX-NN18GXPCNYV7
3278,760,1685,1,,GATEWAY,PAID,42282.0,847,09:52:23,TX-GF4WI9IYDIJD
3279,527,1154,1,,CARD,PAID,39919.92,885,23:22:54,TX-49D8LJAC9G1V
3280,604,1526,2,4,TRANSFER,PAID,41962.8,1005,18:07:51,TX-Z44L77BCSEU0
3281,1132,2812,1,,CARD,PAID,66721.5,486,06:47:14,TX-AC3IG4VK9IAF
3282,726,339,1,,CARD,PAID,27636.0,748,08:31:03,TX-0RVZLAWPVFAV
3283,133,119,1,,GATEWAY,PAID,33570.0,663,02:20:08,TX-KEXO2KQ5KVG7
3284,1292,1034,1,,GATEWAY,PAID,50362.62,732,02:23:53,TX-4L98Z7P8ZLXE
3285,466,939,1,,CARD,PAID,73613.58,681,01:17:29,TX-FFCXWSQZL1QL
3286,433,2166,1,,CARD,PAID,33870.0,497,06:43:17,TX-0DCU24CO5KOR
3287,358,905,1,,CARD,PAID,28788.0,539,07:36:58,TX-J4MT8XMS1KG4
3288,130,2326,2,3,CARD,PAID,70131.6,723,07:09:56,TX-20TUPM6039LT
3289,1153,833,2,3,CASH,PAID,54450.0,991,16:35:09,TX-RNVWMSLUOX6V
3290,1275,174,2,1,CASH,PAID,13068.0,954,14:15:32,TX-69JAH53J7H86
3291,62,,1,,GATEWAY,PAID,42882.0,632,17:04:05,TX-X8XXBIOVCWM1
3292,682,2051,1,,CARD,PAID,33216.6,907,13:30:51,TX-7VBBHN7GCTW0
3293,1370,2989,1,,GATEWAY,PAID,13968.0,443,01:01:37,TX-O82639B4R68A
3294,858,1813,1,,CARD,PAID,102204.75,523,13:32:41,TX-QZ7EREJTO2T1
3295,222,1584,1,,GATEWAY,PAID,19350.0,808,15:28:12,TX-IGHSEQ9M1N1Z
3296,671,938,1,,CARD,PAID,78664.2,697,23:50:34,TX-OD1FJPP5IRAE
3297,415,1784,1,,CARD,PAID,17242.5,609,20:45:02,TX-B8RZSZZTRLX6
3298,1415,1407,2,4,CARD,PAID,59486.62,367,16:53:36,TX-HDCQV5IY9DYM
3299,533,644,2,4,CASH,PAID,73543.8,568,12:08:04,TX-WUN6CADMVA7D
3300,978,16,2,1,CARD,PAID,19965.0,922,23:41:23,TX-SMOOO70TEBL8
3301,1387,609,2,2,CASH,PAID,93291.0,457,10:28:11,TX-RCG2Y431VLAF
3302,907,1340,1,,CARD,PAID,14568.0,445,17:28:57,TX-M68EAWUBMQF4
3303,820,466,1,,GATEWAY,PAID,43888.8,640,23:41:45,TX-Y0OQTYVXYBEG
3304,1223,2446,2,1,CARD,PAID,90858.9,374,12:38:27,TX-BAOA6JJK4Z9A
3305,641,2344,1,,GATEWAY,PAID,15720.0,919,19:38:52,TX-W7PDMCC5B9XR
3306,1319,920,1,,GATEWAY,PAID,31493.64,921,06:27:52,TX-Y9RLJRF1M5W7
3307,1421,1010,1,,GATEWAY,PAID,51727.5,463,01:05:49,TX-DUKF9Y68M306
3308,63,,2,2,CARD,PAID,31036.5,995,02:14:24,TX-H1ZZ8XEPJMY2
3309,1309,,2,4,CASH,PENDING,103447.74,,,
3310,855,1275,2,3,CARD,PAID,43560.0,747,07:22:36,TX-KVBP9ZNHFDGR
3311,1483,2066,2,4,CARD,PAID,44104.5,549,10:43:11,TX-VE22EM9MI0JK
3312,858,2498,1,,CARD,PAID,15274.8,827,08:48:26,TX-M4TU0SGEUE8V
3313,1390,862,2,3,TRANSFER,PAID,36300.0,777,20:24:27,TX-QDHCLJ4F4S7S
3314,929,2422,2,3,TRANSFER,REFUNDED,42688.8,813,05:16:53,TX-KQXCLLYPC97C
3315,809,1405,2,4,CARD,PAID,14229.6,568,12:23:37,TX-S6UCCR5IKJST
3316,1236,1776,2,2,CARD,PENDING,100333.2,,,
3317,816,2101,1,,CARD,PAID,56900.25,937,14:56:25,TX-RI1MXGVLZQG5
3318,143,2016,1,,CARD,PAID,39204.0,943,08:07:31,TX-58732P4ITDQ8
3319,984,1929,2,3,CARD,PAID,49005.0,663,04:44:38,TX-OWS6Y580WT3F
3320,529,190,2,2,CASH,PAID,29040.0,754,22:15:31,TX-YWPLMY5CNM3W
3321,4,1320,2,3,CARD,PAID,18966.75,724,09:14:53,TX-SNM03QZYC82B
3322,506,1721,1,,CARD,REFUNDED,18987.0,821,11:20:51,TX-1QDKJ9VGN6KH
3323,942,,2,2,CARD,PAID,29040.0,453,01:17:25,TX-RP1Z132X0DVN
3324,210,63,1,,CARD,PAID,27336.0,990,14:28:47,TX-1XCG0HDAR383
3325,1324,244,2,1,CARD,PAID,78045.0,1005,22:38:58,TX-75CU3VO4PJ42
3326,1102,466,1,,GATEWAY,PAID,33870.0,554,15:44:03,TX-5F4CPZ70YSD4
3327,146,827,2,4,CASH,PAID,52998.0,688,17:18:55,TX-Y4M1ULJ312DT
3328,1120,32,2,2,CASH,PAID,17242.5,618,06:40:25,TX-9UTTBWIT4PWO
3329,1160,933,2,3,TRANSFER,PAID,35937.0,897,16:47:39,TX-A3AG8DUO7GSG
3330,863,1418,2,2,CARD,PAID,30219.75,788,08:58:41,TX-JMZ5WIT40ABG
3331,540,287,2,1,TRANSFER,PAID,61365.15,456,08:03:33,TX-UH72JMIJRU65
3332,610,164,1,,CARD,REFUNDED,57256.8,971,16:43:21,TX-594L3MHPQI23
3333,31,2196,1,,CARD,FAILED,76258.8,,,
3334,449,691,2,3,CARD,PAID,39204.0,917,12:20:08,TX-N8MJ530ZAMT4
3335,769,1801,2,1,TRANSFER,REFUNDED,53361.0,398,00:49:33,TX-GMS8OLTOB8U0
3336,1402,2838,2,3,CASH,PAID,43560.0,885,01:47:38,TX-DO07BH2H5VPJ
3337,908,1818,2,1,CARD,PAID,58283.28,821,23:53:43,TX-PVEIERQ5AQYJ
3338,624,,1,,CARD,PAID,33444.0,719,01:11:17,TX-1SQTUD873H64
3339,608,2885,1,,CARD,PAID,54561.0,548,06:24:01,TX-DMY681LRJRKJ
3340,37,1712,1,,CARD,PAID,46720.2,430,21:38:56,TX-CNS038N1I9S8
3341,1482,2426,1,,CARD,PAID,110127.75,706,05:39:04,TX-J3YHM8YA36PT
3342,1058,1268,2,4,CASH,PAID,18104.62,467,22:16:46,TX-B7Z5OYOQEBMG
3343,286,334,1,,CARD,PAID,31029.0,889,18:19:48,TX-79IUY910M8N6
3344,1008,436,1,,CARD,PAID,49905.0,995,13:00:00,TX-EZONQAH5JNY8
3345,668,1900,1,,CARD,PAID,15729.6,410,22:40:55,TX-OWZ54SEXXKYG
3346,117,1188,2,3,TRANSFER,PAID,100732.5,413,23:36:46,TX-3AYKNU2BHQ5S
3347,851,673,1,,GATEWAY,FAILED,28642.8,,,
3348,51,259,2,1,CASH,PAID,85305.0,948,20:35:24,TX-AXKNQQ1L6UCW
3349,1117,,1,,GATEWAY,PAID,16446.0,690,00:55:55,TX-EM7VVOWMW18W
3350,1029,1234,1,,CARD,PAID,15720.0,412,04:29:25,TX-M43EMIV9ZWKV
3351,1139,2610,1,,CARD,PAID,52627.5,582,06:28:55,TX-1KB428A4F3QD
3352,1378,242,2,3,TRANSFER,PAID,41382.0,967,01:52:23,TX-KVR83TRNV87I
3353,1271,264,2,2,CASH,PAID,49368.0,423,18:24:02,TX-65B6Y3GXEA3B
3354,1424,239,1,,CARD,PAID,17835.0,601,03:20:30,TX-CUB3Z7A70FB5
3355,489,1938,2,4,CASH,PAID,37026.0,931,12:35:01,TX-3FS267JXLRH4
3356,744,,1,,CARD,PAID,54261.0,838,09:20:22,TX-ISMKE86BAL4A
3357,323,1842,1,,CARD,PAID,28197.6,559,06:58:35,TX-L25PPLEGQKJA
3358,1471,2197,1,,CARD,PAID,18987.0,820,15:32:43,TX-SKLQRVE8NQAL
3359,1469,2521,1,,CARD,PAID,46938.0,564,13:08:40,TX-AYBXFZYXOFFG
3360,1191,1641,2,4,CASH,PAID,74197.2,834,05:37:17,TX-7D2DEY5XZTXF
3361,335,,1,,GATEWAY,PAID,18987.0,862,02:45:29,TX-L4YY0YV8IYB4
3362,717,2313,1,,GATEWAY,PAID,32672.1,443,18:30:10,TX-QQRJDRII6OHD
3363,911,465,1,,CARD,PAID,50529.6,989,19:10:58,TX-LPQNYI6137QL
3364,184,1451,2,1,CARD,PAID,35574.0,1004,02:16:18,TX-5AGDX74VYNH9
3365,957,1642,1,,CARD,PAID,28488.0,445,17:20:21,TX-XUUIW5GC0IDH
3366,797,52,2,1,CARD,PENDING,42688.8,,,
3367,22,302,2,4,CASH,PAID,28459.2,869,07:03:19,TX-K5GTN6H614Q8
3368,260,1772,1,,GATEWAY,PAID,42882.0,602,11:39:55,TX-8ASG6BCZ0E91
3369,835,182,1,,GATEWAY,PAID,107077.5,809,14:59:14,TX-ODLT027JR9JD
3370,1316,712,2,2,CARD,PAID,11761.2,522,10:51:19,TX-FOFOZ4OQ0OEB
3371,240,2972,1,,CARD,FAILED,26029.2,,,
3372,790,1669,2,3,CARD,PAID,54450.0,665,09:37:44,TX-2EHNURGS5WJZ
3373,1380,1891,1,,GATEWAY,PAID,19057.5,977,04:22:48,TX-TORSUPG21WB0
3374,936,2389,2,4,CARD,PAID,39930.0,376,14:56:18,TX-CCEOLMRXUREQ
3375,274,1668,1,,GATEWAY,PAID,54861.0,988,20:08:19,TX-G35L25PAWKO3
3376,1177,,2,2,CASH,PAID,46500.3,404,01:40:27,TX-3HHAJ8FONU6T
3377,623,1998,1,,GATEWAY,PAID,29141.4,932,00:07:41,TX-19V6GOL5TJ6W
3378,419,1277,1,,GATEWAY,FAILED,18351.75,,,
3379,1308,728,2,3,CASH,REFUNDED,16335.0,561,08:08:57,TX-XIYMY8IB67X3
3380,508,2145,1,,GATEWAY,PAID,80997.0,516,19:11:37,TX-6BJSKIFSWCV2
3381,1234,,2,4,CARD,PAID,41382.0,382,15:46:08,TX-U40FM2IIEEST
3382,992,627,1,,CARD,PAID,19350.0,606,06:57:45,TX-LTXLJQWZCTHX
3383,143,359,2,2,CASH,PAID,53996.25,510,18:32:23,TX-89LOWFO1YO9Z
3384,763,1105,1,,CARD,PAID,33870.0,943,06:56:28,TX-IKQAEITG8GTZ
3385,784,1299,1,,GATEWAY,REFUNDED,17787.0,447,16:59:06,TX-8257AGYHCWZ0
3386,1473,2275,2,3,CARD,PAID,54450.0,671,19:46:54,TX-U97S2OW8YWR9
3387,1344,984,2,4,CARD,PAID,53361.0,867,14:18:16,TX-CP2IM7H9M3XF
3388,457,960,1,,CARD,PAID,58708.8,587,18:53:18,TX-FQMUEM3CHW9T
3389,228,1432,1,,GATEWAY,PAID,56956.8,973,23:05:45,TX-PH8UN9WIK8SZ
3390,1500,635,1,,CARD,PAID,17535.0,435,05:10:07,TX-AH9HMPKDTJA3
3391,84,1084,1,,CARD,PAID,29867.4,421,18:39:19,TX-49X2PH5C7AQT
3392,692,1209,1,,CARD,PAID,85053.0,706,14:01:16,TX-CMHTB33XN2SU
3393,302,1754,2,4,CASH,FAILED,53361.0,,,
3394,297,96,1,,CARD,PAID,29649.6,529,18:55:57,TX-G896X2I0B1X5
3395,159,333,2,3,CARD,PAID,31944.0,829,21:02:45,TX-SWD5WC8AZ58O
3396,1248,2593,1,,CARD,PAID,64942.8,866,14:51:33,TX-PLQ7RR99JIRR
3397,319,2883,1,,GATEWAY,PAID,44351.1,973,03:56:41,TX-T4FBA0K4DFG3
3398,1126,1788,1,,CARD,PAID,35203.5,876,08:36:53,TX-KRABBNAPEK2U
3399,1079,635,1,,GATEWAY,PENDING,35685.0,,,
3400,553,1320,1,,CARD,PAID,75678.0,836,03:58:00,TX-KXAYFVYPAOEB
3401,835,,1,,CARD,REFUNDED,55350.0,862,22:05:42,TX-GSEE9VP6QHWZ
3402,1358,1238,1,,CARD,PAID,73074.0,832,23:32:26,TX-H4WLDF0U14AM
3403,1243,,2,1,CASH,PAID,28459.2,903,17:53:55,TX-HF9MVI6NQRAD
3404,1397,1739,1,,CARD,PAID,72392.85,451,00:53:59,TX-BF7ZBEJP7Y41
3405,437,,2,4,CARD,PAID,100732.5,837,23:02:29,TX-SAQTVUYPZEYP
3406,241,953,2,4,CASH,PAID,13068.0,373,09:14:09,TX-MG5OZV4HKS5U
3407,1246,1524,1,,GATEWAY,PAID,68079.12,938,20:39:23,TX-LXM1J0PTUFUH
