id,customer_id,channel_id,score,comment,responded_at_date,responded_at_time
446,761,1,5,Tardó un poco más de lo esperado,2025-01-13,09:23:46
447,999,1,9,,2025-04-26,12:54:41
448,85,1,9,Entrega rápida y producto excelente,2025-04-05,23:58:27
449,405,1,8,Podría mejorar el empaque,2025-07-25,21:12:23
450,336,2,2,Muy conforme con la calidad,2024-11-24,03:49:06
451,179,1,9,Entrega rápida y producto excelente,2024-07-07,20:27:21
452,682,2,8,Entrega rápida y producto excelente,2024-05-06,04:42:04
453,862,2,8,Tardó un poco más de lo esperado,2025-06-03,23:08:04
454,1218,1,5,Todo perfecto,2025-04-16,03:09:01
455,31,1,7,Todo perfecto,2025-06-10,11:48:50
456,154,1,10,,2025-03-11,10:47:21
457,1049,2,10,Podría mejorar el empaque,2025-07-26,17:33:15
458,586,1,10,Atención muy buena,2025-06-07,01:08:36
459,425,2,10,Volvería a comprar,2024-09-07,22:23:30
460,1235,1,8,Podría mejorar el empaque,2024-03-12,04:35:22
461,52,1,10,Tardó un poco más de lo esperado,2024-05-22,23:27:23
462,78,2,3,Entrega rápida y producto excelente,2025-01-08,05:40:16
463,405,1,7,Entrega rápida y producto excelente,2024-12-15,10:40:54
464,381,2,7,Podría mejorar el empaque,2025-06-07,14:39:48
465,284,1,10,Podría mejorar el empaque,2024-10-02,05:22:07
466,867,1,0,Tardó un poco más de lo esperado,2024-04-22,04:28:48
467,626,1,8,,2024-09-15,20:41:52
468,195,1,9,Entrega rápida y producto excelente,2024-11-29,16:47:27
469,467,1,7,Tardó un poco más de lo esperado,2024-06-04,01:25:58
470,1107,2,7,Tardó un poco más de lo esperado,2025-03-02,09:53:39
471,580,1,8,Muy conforme con la calidad,2024-01-25,14:37:53
472,942,2,7,Todo perfecto,2024-04-02,06:17:25
473,1354,2,10,Podría mejorar el empaque,2025-06-28,09:43:25
474,540,1,4,Muy conforme con la calidad,2024-02-09,10:37:09
475,1161,1,6,Entrega rápida y producto excelente,2025-07-23,03:05:56
476,895,1,8,Todo perfecto,2025-08-09,07:58:07
477,399,1,6,,2024-07-16,18:47:00
478,77,1,10,Tardó un poco más de lo esperado,2025-08-08,21:13:19
479,754,2,0,,2025-08-27,01:30:25
480,1253,1,7,Podría mejorar el empaque,2024-08-18,14:21:10
481,1117,1,6,Muy conforme con la calidad,2024-07-17,06:17:50
482,413,1,6,Volvería a comprar,2025-07-22,06:06:19
483,40,2,8,Atención muy buena,2025-06-08,22:38:52
484,403,1,1,Entrega rápida y producto excelente,2024-10-09,02:40:49
485,1482,1,6,Todo perfecto,2024-08-27,21:39:13
486,790,1,9,Podría mejorar el empaque,2024-12-22,18:12:56
487,891,1,0,Entrega rápida y producto excelente,2024-08-22,20:46:41
488,819,2,7,Muy conforme con la calidad,2025-06-11,19:29:56
489,474,2,9,,2024-05-13,07:15:51
490,1332,1,8,Entrega rápida y producto excelente,2025-04-08,10:13:44
491,305,1,4,Todo perfecto,2025-07-30,07:48:11
492,400,2,7,Atención muy buena,2024-04-10,21:45:17
493,415,2,9,Todo perfecto,2024-11-29,22:26:11
494,739,2,9,Tardó un poco más de lo esperado,2024-01-17,07:11:19
495,45,1,4,Muy conforme con la calidad,2024-12-16,04:58:04
496,584,2,8,Todo perfecto,2024-04-01,04:19:09
497,305,1,9,Entrega rápida y producto excelente,2025-03-14,13:14:31
498,1061,2,4,Volvería a comprar,2025-08-28,11:39:30
499,1051,2,9,Todo perfecto,2025-04-20,13:57:39
500,981,1,8,Podría mejorar el empaque,2025-08-18,06:29:10
501,381,1,7,Entrega rápida y producto excelente,2024-01-27,08:24:37
502,866,1,2,Tardó un poco más de lo esperado,2024-05-18,01:36:24
503,323,1,9,Podría mejorar el empaque,2024-06-04,20:35:58
504,1223,2,8,Muy conforme con la calidad,2024-05-04,02:55:25
505,728,2,3,Podría mejorar el empaque,2025-06-30,22:39:41
506,176,1,8,Muy conforme con la calidad,2024-05-23,04:27:32
507,620,1,3,Atención muy buena,2024-03-27,15:30:54
508,11,2,8,Atención muy buena,2024-11-14,22:42:02
509,866,1,5,Podría mejorar el empaque,2025-10-02,12:19:07
510,609,1,9,Volvería a comprar,2024-01-17,23:52:25
511,662,1,6,Entrega rápida y producto excelente,2025-02-10,00:25:59
512,1304,2,3,Podría mejorar el empaque,2025-03-21,01:23:04
513,1358,1,5,Entrega rápida y producto excelente,2024-10-24,00:29:57
514,1396,2,8,Tardó un poco más de lo esperado,2024-10-03,20:01:12
515,921,1,7,Todo perfecto,2024-12-01,09:29:25
516,193,2,9,Todo perfecto,2024-03-25,10:26:03
517,1366,1,7,Podría mejorar el empaque,2025-03-07,02:44:22
518,4,2,8,,2024-12-29,16:14:53
519,373,1,4,Entrega rápida y producto excelente,2024-04-02,23:20:55
520,3,2,10,Todo perfecto,2025-06-17,14:34:03
521,156,2,2,Muy conforme con la calidad,2025-06-22,08:32:36
522,1274,2,6,Muy conforme con la calidad,2025-09-26,11:27:19
523,1200,1,9,Volvería a comprar,2025-04-25,03:13:10
524,1271,2,9,Podría mejorar el empaque,2024-03-05,02:24:02
525,1089,1,10,Todo perfecto,2025-06-14,11:16:57
526,1399,2,9,Entrega rápida y producto excelente,2025-09-09,13:13:42
527,20,1,8,Volvería a comprar,2024-07-08,22:49:45
528,874,2,9,Atención muy buena,2024-12-12,16:26:08
529,919,2,7,Tardó un poco más de lo esperado,2024-10-18,11:04:43
530,885,1,9,Podría mejorar el empaque,2025-08-03,00:42:21
531,123,2,2,Muy conforme con la calidad,2024-08-18,13:05:16
532,301,1,10,Todo perfecto,2024-08-13,12:11:00
533,1172,1,5,Todo perfecto,2024-09-24,12:11:09
534,1334,2,7,Todo perfecto,2024-08-23,08:58:05
535,1462,2,3,Volvería a comprar,2025-08-22,09:47:30
536,1393,2,8,Atención muy buena,2024-12-09,04:39:01
537,1220,1,10,Todo perfecto,2024-04-23,23:16:41
538,1355,1,0,Podría mejorar el empaque,2025-04-11,23:27:42
539,27,2,8,Tardó un poco más de lo esperado,2024-01-14,12:52:57
540,921,1,3,Volvería a comprar,2024-07-01,06:27:01
541,1469,2,9,Volvería a comprar,2024-03-16,08:53:37
542,1228,1,9,Muy conforme con la calidad,2025-06-29,03:08:05
543,1123,2,7,Tardó un poco más de lo esperado,2024-05-26,02:44:24
544,125,1,8,Entrega rápida y producto excelente,2025-09-07,06:57:45
545,476,1,9,,2024-10-17,14:22:38
546,833,1,5,Volvería a comprar,2025-06-16,23:27:26
547,253,1,10,Muy conforme con la calidad,2024-03-20,08:15:50
548,398,1,9,Podría mejorar el empaque,2024-08-24,10:06:53
549,253,2,9,Todo perfecto,2024-01-19,06:43:36
550,206,2,9,Atención muy buena,2024-03-08,01:09:04
551,899,1,8,Muy conforme con la calidad,2025-09-10,19:28:26
552,1254,1,3,Tardó un poco más de lo esperado,2025-07-07,01:49:09
553,1317,2,10,Podría mejorar el empaque,2025-05-18,04:03:58
554,466,1,8,,2024-11-19,17:17:29
555,191,1,9,Atención muy buena,2024-11-19,01:05:53
556,362,2,10,Muy conforme con la calidad,2024-06-29,22:16:25
557,263,1,7,,2024-05-08,15:23:45
558,1473,2,10,Entrega rápida y producto excelente,2025-03-09,08:07:13
559,1494,1,10,Muy conforme con la calidad,2024-07-25,08:04:07
560,359,1,3,Muy conforme con la calidad,2025-07-19,15:37:54
561,181,1,10,Todo perfecto,2025-07-26,20:07:18
562,682,1,10,Volvería a comprar,2025-04-02,05:55:36
563,1142,1,9,Entrega rápida y producto excelente,2024-05-30,18:17:36
564,475,1,8,Entrega rápida y producto excelente,2024-05-18,21:48:39
565,541,1,10,Atención muy buena,2024-12-24,14:04:24
566,1344,1,10,Todo perfecto,2025-06-22,06:38:43
567,561,2,10,Muy conforme con la calidad,2024-07-26,04:52:11
568,981,2,8,Podría mejorar el empaque,2024-02-23,08:16:33
569,311,1,7,Muy conforme con la calidad,2024-04-21,14:38:39
570,1007,2,7,Atención muy buena,2025-05-15,05:37:47
571,952,2,6,,2025-09-16,19:04:39
572,1464,1,8,Atención muy buena,2024-05-22,10:21:54
573,863,2,9,Todo perfecto,2024-06-19,17:44:01
574,724,2,6,Todo perfecto,2025-02-08,22:32:09
575,612,1,7,Atención muy buena,2024-03-15,01:57:31
576,382,1,5,Entrega rápida y producto excelente,2024-03-05,01:51:22
577,311,1,8,Todo perfecto,2024-01-14,09:57:37
578,1041,2,9,Podría mejorar el empaque,2025-10-05,12:30:50
579,816,1,7,Atención muy buena,2025-09-20,15:28:06
580,189,2,6,Volvería a comprar,2025-09-24,06:44:02
581,1133,2,0,Todo perfecto,2024-08-13,06:06:02
582,1095,1,7,Volvería a comprar,2024-09-28,11:54:54
583,468,2,1,Todo perfecto,2025-08-28,09:12:35
584,416,2,1,Muy conforme con la calidad,2025-02-23,12:57:11
585,707,1,10,Volvería a comprar,2025-05-19,09:03:34
586,1375,1,7,Atención muy buena,2024-04-19,04:39:36
587,689,2,7,Atención muy buena,2025-06-16,16:30:15
588,759,2,7,Atención muy buena,2025-04-04,21:29:09
589,152,2,7,Atención muy buena,2025-04-21,18:09:13
590,724,2,5,Tardó un poco más de lo esperado,2025-06-18,18:17:10
591,495,1,6,Muy conforme con la calidad,2024-08-24,10:17:13
592,1104,1,4,,2024-03-04,07:45:43
593,1158,1,0,,2024-08-23,14:14:10
594,932,1,9,Todo perfecto,2025-06-19,05:05:19
595,150,1,2,Volvería a comprar,2024-09-05,09:33:36
596,323,2,2,Podría mejorar el empaque,2024-03-20,16:41:42
597,536,1,5,Atención muy buena,2024-03-24,07:17:51
598,1245,1,10,Todo perfecto,2025-06-22,03:38:34
599,1284,1,6,Podría mejorar el empaque,2025-08-03,13:24:07
600,1168,1,3,Muy conforme con la calidad,2025-04-09,01:57:39
601,1346,1,10,Podría mejorar el empaque,2024-01-13,07:39:50
602,213,1,7,Muy conforme con la calidad,2024-07-12,09:00:31
603,311,2,7,Atención muy buena,2024-07-09,13:29:31
604,32,2,9,Entrega rápida y producto excelente,2024-01-30,02:42:02
605,606,1,7,Atención muy buena,2024-02-12,11:50:47
606,1309,2,9,Volvería a comprar,2024-10-10,17:18:02
607,833,1,7,Volvería a comprar,2024-03-22,05:32:22
608,1123,2,9,Entrega rápida y producto excelente,2024-11-24,03:12:53
609,878,2,8,Tardó un poco más de lo esperado,2025-07-31,01:56:44
610,1317,2,8,,2025-06-21,18:38:55
611,218,2,9,Entrega rápida y producto excelente,2025-05-29,19:20:29
612,1456,1,8,Volvería a comprar,2025-09-27,02:43:49
613,987,1,9,Muy conforme con la calidad,2024-08-20,20:16:53
614,75,2,10,Volvería a comprar,2024-01-11,09:55:08
615,649,2,1,Volvería a comprar,2025-05-01,21:01:17
616,1095,1,6,Atención muy buena,2025-05-14,04:03:05
617,1136,2,9,Tardó un poco más de lo esperado,2024-02-06,21:50:30
618,1046,1,7,Atención muy buena,2024-06-10,21:13:04
619,1339,2,8,Todo perfecto,2024-08-30,07:19:38
620,724,1,3,Volvería a comprar,2025-03-23,21:00:56
621,32,2,0,Muy conforme con la calidad,2025-08-14,09:23:26
622,728,1,8,Atención muy buena,2024-06-22,16:10:51
623,299,1,7,Atención muy buena,2025-07-11,02:46:44
624,299,1,5,Muy conforme con la calidad,2025-01-12,10:31:40
625,404,1,7,Podría mejorar el empaque,2025-04-12,06:09:48
626,138,2,10,Muy conforme con la calidad,2025-04-21,14:07:42
627,1270,1,9,Entrega rápida y producto excelente,2025-04-10,04:07:56
628,1116,1,7,Todo perfecto,2024-05-14,05:46:03
629,239,1,5,Entrega rápida y producto excelente,2024-08-16,17:08:34
630,849,2,10,Volvería a comprar,2024-07-06,16:47:48
631,1432,2,9,Volvería a comprar,2024-08-24,10:56:31
632,109,2,0,Entrega rápida y producto excelente,2024-12-17,15:08:46
633,117,2,9,Volvería a comprar,2024-01-13,03:24:59
634,1007,2,2,Podría mejorar el empaque,2025-04-02,09:59:06
635,473,2,9,Atención muy buena,2024-11-21,21:36:34
636,188,1,9,Todo perfecto,2025-04-30,11:49:04
637,960,1,9,Podría mejorar el empaque,2025-03-06,14:29:15
638,298,1,9,Todo perfecto,2024-03-20,01:24:37
639,1146,1,10,Tardó un poco más de lo esperado,2025-09-12,15:38:13
640,790,1,10,Muy conforme con la calidad,2024-10-07,21:17:36
641,114,1,10,Atención muy buena,2024-05-09,11:42:48
642,778,1,8,Muy conforme con la calidad,2025-04-24,16:23:15
643,1380,1,2,,2025-05-30,10:51:05
644,1265,2,8,,2025-10-02,12:27:45
645,171,1,7,Muy conforme con la calidad,2025-03-16,22:22:46
646,384,1,6,Podría mejorar el empaque,2025-05-02,10:21:53
647,917,1,9,Tardó un poco más de lo esperado,2025-04-07,09:07:28
648,1262,2,0,Tardó un poco más de lo esperado,2025-07-06,07:21:53
649,1174,1,6,Atención muy buena,2024-09-18,10:49:42
650,312,1,10,Todo perfecto,2024-01-28,15:04:33
651,1107,1,6,Podría mejorar el empaque,2024-12-26,08:23:04
652,786,1,8,Entrega rápida y producto excelente,2024-07-25,14:29:31
653,956,1,6,Muy conforme con la calidad,2025-04-06,13:41:55
654,227,2,7,Muy conforme con la calidad,2025-03-22,04:16:08
655,1339,1,9,Entrega rápida y producto excelente,2024-05-27,08:35:30
656,79,1,6,,2025-02-02,05:53:58
657,515,1,9,Volvería a comprar,2024-06-03,05:04:04
658,1098,1,8,,2025-03-24,04:47:35
659,254,1,6,Todo perfecto,2024-09-22,01:56:03
660,1459,1,1,Todo perfecto,2025-05-17,08:30:13
661,688,2,8,Muy conforme con la calidad,2025-06-09,20:08:41
662,1356,2,7,Atención muy buena,2024-03-10,17:29:06
663,1409,2,1,Podría mejorar el empaque,2024-01-19,23:29:51
664,512,1,9,Tardó un poco más de lo esperado,2024-11-04,20:36:32
665,284,1,7,Todo perfecto,2025-04-09,05:15:25
666,79,2,2,Muy conforme con la calidad,2025-04-18,03:00:36
667,1246,1,7,Volvería a comprar,2025-09-28,03:56:35
668,343,2,7,Entrega rápida y producto excelente,2025-04-26,11:31:30
669,387,1,7,,2025-03-30,15:05:25
670,682,2,8,Entrega rápida y producto excelente,2024-02-14,17:18:32
671,778,1,7,Tardó un poco más de lo esperado,2025-03-28,00:50:56
672,507,1,6,,2025-05-17,08:48:52
673,640,1,10,Volvería a comprar,2024-02-26,09:33:22
674,1249,1,7,Todo perfecto,2025-04-15,00:51:12
675,958,1,8,Volvería a comprar,2024-08-17,17:46:52
676,1259,1,7,Podría mejorar el empaque,2024-03-07,15:37:47
677,1441,1,10,Volvería a comprar,2024-03-29,19:51:37
678,379,2,9,Podría mejorar el empaque,2025-07-13,19:42:57
679,115,1,7,Atención muy buena,2024-12-27,02:57:08
680,1496,2,8,,2024-01-23,02:25:41
681,1435,1,7,Muy conforme con la calidad,2024-03-10,20:49:15
682,1271,1,3,Podría mejorar el empaque,2024-05-27,15:44:54
683,643,1,9,Volvería a comprar,2024-04-22,01:47:39
684,1006,2,6,Volvería a comprar,2025-01-13,04:23:05
685,672,1,10,Entrega rápida y producto excelente,2024-06-21,16:00:01
686,439,1,0,Todo perfecto,2025-01-14,10:36:46
687,928,1,1,Tardó un poco más de lo esperado,2024-03-06,11:53:45
688,705,1,6,Todo perfecto,2024-03-29,06:36:00
689,717,2,8,Podría mejorar el empaque,2025-08-12,19:11:39
690,622,2,7,Podría mejorar el empaque,2024-01-27,22:35:20
691,90,2,7,Tardó un poco más de lo esperado,2024-06-01,04:53:20
692,1101,2,10,,2025-04-09,19:39:38
693,1362,1,9,Tardó un poco más de lo esperado,2024-11-01,17:29:56
694,644,2,9,Volvería a comprar,2024-10-20,09:27:30
695,265,1,9,Muy conforme con la calidad,2025-09-19,20:34:27
696,506,1,8,,2025-04-08,04:05:29
697,737,1,0,,2025-04-14,23:12:00
698,1294,1,10,Podría mejorar el empaque,2024-09-24,01:20:00
699,204,1,8,Entrega rápida y producto excelente,2025-05-08,18:15:49
700,1246,1,10,Volvería a comprar,2024-10-14,15:40:38
701,314,1,1,Tardó un poco más de lo esperado,2024-08-01,14:34:31
702,614,2,10,Muy conforme con la calidad,2025-08-19,11:18:28
703,497,2,8,Volvería a comprar,2025-01-22,23:17:32
704,1267,2,8,Volvería a comprar,2024-06-22,01:58:01
705,768,1,8,Atención muy buena,2024-04-26,01:59:09
706,886,2,3,Muy conforme con la calidad,2024-08-19,19:37:12
707,1173,1,1,,2024-01-28,18:09:35
708,561,1,10,Volvería a comprar,2025-07-18,08:32:38
709,59,2,10,Todo perfecto,2024-02-12,04:25:43
710,951,2,6,Podría mejorar el empaque,2025-05-02,04:41:22
711,790,1,9,,2024-11-28,00:40:32
712,412,1,6,Atención muy buena,2025-08-09,04:05:41
713,1250,2,3,Tardó un poco más de lo esperado,2024-02-27,23:08:54
714,146,1,9,Tardó un poco más de lo esperado,2025-01-13,08:48:13
715,670,2,9,Todo perfecto,2024-08-16,19:05:03
716,595,1,9,Todo perfecto,2024-03-03,08:17:29
717,1027,1,9,Volvería a comprar,2024-11-10,03:32:22
718,1183,2,9,Tardó un poco más de lo esperado,2024-08-08,00:55:01
719,655,1,9,Todo perfecto,2025-07-29,21:33:37
720,287,1,9,Volvería a comprar,2024-04-10,14:16:56
721,489,2,10,Todo perfecto,2025-07-26,04:35:01
722,897,1,9,Entrega rápida y producto excelente,2025-07-17,07:06:22
723,1094,1,7,Podría mejorar el empaque,2024-02-27,05:57:00
724,713,2,7,Podría mejorar el empaque,2024-12-20,20:38:12
725,1222,2,6,Atención muy buena,2024-10-20,13:19:18
726,176,1,7,,2025-07-24,00:27:55
727,1373,2,9,Muy conforme con la calidad,2024-12-17,17:42:55
728,613,2,3,Tardó un poco más de lo esperado,2024-08-11,20:26:23
729,1082,2,9,Todo perfecto,2024-02-06,06:06:59
730,790,1,5,Tardó un poco más de lo esperado,2025-06-11,23:20:49
731,173,1,9,Atención muy buena,2024-09-07,20:26:33
732,800,1,5,Muy conforme con la calidad,2025-09-03,07:44:37
733,1014,2,0,Muy conforme con la calidad,2025-02-24,13:56:02
734,719,1,8,Entrega rápida y producto excelente,2024-01-16,19:04:29
735,1247,2,7,,2025-04-03,20:09:32
736,882,1,8,,2024-12-26,23:07:04
737,281,1,7,Tardó un poco más de lo esperado,2025-02-13,06:30:51
738,1014,2,6,Entrega rápida y producto excelente,2024-10-25,15:20:01
739,621,1,4,Tardó un poco más de lo esperado,2024-10-20,13:01:32
740,441,1,7,Muy conforme con la calidad,2025-06-08,23:51:23
741,1062,2,9,,2024-05-22,14:01:38
742,952,1,10,Tardó un poco más de lo esperado,2025-08-21,05:00:28
743,496,1,6,Entrega rápida y producto excelente,2024-07-04,23:14:17
744,338,1,5,Muy conforme con la calidad,2024-06-12,12:51:25
745,192,1,7,Volvería a comprar,2024-05-22,02:11:12
746,292,1,10,,2024-04-22,17:56:45
747,483,2,10,,2025-05-21,15:29:44
748,1356,1,3,Tardó un poco más de lo esperado,2025-05-06,08:42:23
749,1234,2,8,,2025-09-04,18:05:55
750,359,1,9,Entrega rápida y producto excelente,2025-09-19,16:18:25
751,671,1,8,Volvería a comprar,2024-03-09,08:48:44
752,595,2,9,,2024-05-04,05:15:04
753,1405,2,7,Entrega rápida y producto excelente,2025-05-30,11:03:20
754,1230,1,5,,2025-01-18,07:09:15
755,173,1,7,Todo perfecto,2025-10-05,08:32:19
756,130,2,0,Muy conforme con la calidad,2025-02-21,06:14:46
757,1134,1,9,,2024-09-09,13:44:53
758,132,1,8,Muy conforme con la calidad,2025-05-25,01:14:32
759,74,2,0,Todo perfecto,2024-06-10,03:00:59
760,147,2,5,Todo perfecto,2024-04-17,16:23:53
761,791,1,10,,2025-04-08,08:26:53
762,849,1,10,,2024-07-28,10:51:55
763,84,1,8,Tardó un poco más de lo esperado,2024-03-05,13:39:19
764,1313,2,7,Entrega rápida y producto excelente,2025-09-17,18:56:28
765,930,2,9,Atención muy buena,2025-08-04,20:38:02
766,160,2,3,Entrega rápida y producto excelente,2024-07-08,11:02:15
767,1128,2,10,,2025-09-18,01:04:31
768,1029,1,8,Todo perfecto,2025-04-13,20:36:31
769,185,1,10,Todo perfecto,2024-08-09,13:22:23
770,1144,2,8,Podría mejorar el empaque,2024-06-09,23:57:29
771,930,1,6,Atención muy buena,2024-08-15,09:43:16
772,774,1,10,Tardó un poco más de lo esperado,2025-09-08,09:58:29
773,688,2,1,Podría mejorar el empaque,2024-08-22,03:49:31
774,433,1,9,Tardó un poco más de lo esperado,2024-04-09,13:43:27
775,249,1,9,Entrega rápida y producto excelente,2025-03-21,17:20:28
776,279,2,0,Muy conforme con la calidad,2025-03-03,00:13:16
777,1452,1,9,,2024-09-06,08:27:32
778,1223,2,8,Todo perfecto,2024-01-17,08:38:27
779,1385,1,10,Entrega rápida y producto excelente,2024-10-05,05:23:11
780,722,1,9,Atención muy buena,2025-08-08,01:25:38
781,1085,2,6,Muy conforme con la calidad,2024-05-30,17:22:24
782,378,1,3,Volvería a comprar,2025-08-16,11:27:05
783,54,1,3,Podría mejorar el empaque,2024-12-02,20:19:13
784,727,2,6,Podría mejorar el empaque,2024-06-21,03:58:20
785,1398,1,9,Todo perfecto,2025-05-26,19:42:12
786,1406,1,4,Podría mejorar el empaque,2025-09-16,14:57:29
787,591,1,10,Todo perfecto,2025-04-26,13:27:08
788,10,2,9,Tardó un poco más de lo esperado,2024-04-02,06:22:13
789,877,1,2,,2024-09-08,03:07:05
790,522,2,8,Muy conforme con la calidad,2024-11-28,17:14:29
791,203,2,7,Entrega rápida y producto excelente,2024-08-26,03:03:20
792,1049,2,10,Entrega rápida y producto excelente,2024-10-27,19:23:07
793,855,2,8,Volvería a comprar,2025-09-28,11:05:05
794,584,1,7,Entrega rápida y producto excelente,2024-01-22,17:16:43
795,1387,2,5,,2024-08-23,10:58:15
796,571,1,10,Todo perfecto,2024-12-06,14:14:48
797,791,2,6,Muy conforme con la calidad,2025-06-09,14:10:19
798,106,2,7,Tardó un poco más de lo esperado,2024-12-22,03:58:20
799,1114,2,10,,2024-04-29,20:53:00
800,397,1,5,Volvería a comprar,2024-12-29,11:38:33
801,46,2,9,Volvería a comprar,2025-05-19,11:04:53
802,1260,2,8,Muy conforme con la calidad,2024-12-28,16:34:00
803,1473,2,6,Podría mejorar el empaque,2024-11-07,04:46:54
804,582,1,10,,2025-04-25,21:23:25
805,323,1,8,Atención muy buena,2024-03-26,12:52:22
806,203,1,7,Tardó un poco más de lo esperado,2024-05-08,16:44:30
807,1180,1,8,Tardó un poco más de lo esperado,2025-05-13,12:59:05
808,358,2,6,Entrega rápida y producto excelente,2025-01-19,06:02:07
809,922,1,8,Volvería a comprar,2025-05-15,07:58:58
810,645,2,4,Entrega rápida y producto excelente,2025-02-25,21:56:48
811,582,1,7,Atención muy buena,2025-02-12,15:07:57
812,783,2,2,Podría mejorar el empaque,2025-09-20,16:36:01
813,852,1,0,Atención muy buena,2024-01-23,13:21:19
814,513,1,2,Entrega rápida y producto excelente,2025-08-09,02:16:29
815,169,1,8,Entrega rápida y producto excelente,2024-03-14,07:04:14
816,1209,1,10,,2024-05-01,07:10:20
817,147,1,9,Muy conforme con la calidad,2025-09-30,14:41:02
818,185,1,6,Podría mejorar el empaque,2025-02-07,08:21:01
819,739,2,10,Volvería a comprar,2024-10-27,16:02:57
820,1470,2,7,Atención muy buena,2025-01-22,00:50:11
821,198,1,8,Muy conforme con la calidad,2025-02-13,15:17:17
822,884,1,8,Todo perfecto,2024-03-12,14:39:22
823,457,1,10,Podría mejorar el empaque,2024-11-19,13:47:03
824,1184,1,10,Podría mejorar el empaque,2024-12-26,18:51:24
825,221,2,7,Entrega rápida y producto excelente,2025-05-27,23:28:08
826,117,2,10,Volvería a comprar,2024-08-29,17:19:25
827,703,2,6,Todo perfecto,2024-07-17,15:50:20
828,58,1,10,Podría mejorar el empaque,2025-10-04,18:11:14
829,840,1,8,Volvería a comprar,2025-05-06,16:19:33
830,634,2,8,Volvería a comprar,2025-02-05,07:02:06
831,914,2,9,Atención muy buena,2024-11-09,19:49:57
832,1281,1,8,Atención muy buena,2025-05-05,22:09:50
833,852,2,5,Atención muy buena,2024-01-18,19:22:17
834,1336,2,7,Tardó un poco más de lo esperado,2024-03-21,02:19:39
835,1264,1,1,Volvería a comprar,2025-10-09,01:40:51
836,140,1,1,,2025-02-01,19:30:04
837,162,1,9,Podría mejorar el empaque,2024-06-12,14:07:23
838,460,1,8,Volvería a comprar,2024-05-02,02:28:49
839,1392,1,5,Podría mejorar el empaque,2024-11-08,10:40:15
840,4,2,9,Entrega rápida y producto excelente,2024-11-09,12:18:56
841,1372,2,8,,2024-11-30,20:42:39
842,921,2,7,Atención muy buena,2025-07-26,06:01:12
843,880,1,8,Todo perfecto,2024-10-02,06:31:39
844,603,2,10,Todo perfecto,2024-05-31,04:42:33
845,389,1,5,Muy conforme con la calidad,2025-02-19,22:24:55
846,769,2,8,Podría mejorar el empaque,2024-02-09,07:49:33
847,1480,2,9,Podría mejorar el empaque,2024-08-23,16:21:14
848,1352,1,1,Todo perfecto,2025-06-20,21:29:16
849,1081,1,6,Todo perfecto,2024-05-31,17:22:53
850,1318,2,10,Volvería a comprar,2025-08-11,14:09:41
851,1129,2,8,Muy conforme con la calidad,2024-01-12,20:20:44
852,495,1,7,Muy conforme con la calidad,2025-07-30,07:36:49
853,586,1,10,Entrega rápida y producto excelente,2024-03-25,13:58:28
854,554,1,7,Entrega rápida y producto excelente,2024-04-25,12:00:49
855,440,1,1,Muy conforme con la calidad,2025-09-22,01:57:51
856,212,1,8,Entrega rápida y producto excelente,2024-12-31,12:05:42
857,538,1,8,Muy conforme con la calidad,2025-05-18,02:41:01
858,588,2,0,Atención muy buena,2025-07-30,15:09:05
859,1135,1,7,Atención muy buena,2025-08-05,10:06:17
860,452,1,7,Podría mejorar el empaque,2024-06-24,02:46:06
861,26,1,5,Entrega rápida y producto excelente,2025-02-19,11:55:10
862,33,2,10,Muy conforme con la calidad,2024-09-07,08:16:30
863,229,1,9,Entrega rápida y producto excelente,2025-05-13,01:39:02
864,1155,1,10,Volvería a comprar,2024-03-07,21:50:39
865,843,1,6,Muy conforme con la calidad,2025-09-02,21:17:09
866,570,2,8,Tardó un poco más de lo esperado,2024-05-13,10:55:18
867,1208,1,8,Tardó un poco más de lo esperado,2025-05-28,11:57:53
868,275,1,7,Entrega rápida y producto excelente,2025-05-09,23:32:32
869,529,1,6,Tardó un poco más de lo esperado,2025-04-13,14:48:05
870,599,2,10,Atención muy buena,2025-03-23,10:56:50
871,333,1,5,Todo perfecto,2025-01-19,04:49:19
872,6,1,9,Muy conforme con la calidad,2024-04-22,21:41:49
873,549,1,9,Atención muy buena,2025-05-11,01:15:59
874,1427,2,6,Muy conforme con la calidad,2025-03-26,18:32:22
875,1237,1,7,Entrega rápida y producto excelente,2024-10-09,10:56:28
876,432,2,8,Volvería a comprar,2025-02-26,06:03:30
877,657,1,7,Tardó un poco más de lo esperado,2025-05-02,13:18:13
878,730,1,9,Todo perfecto,2025-04-22,05:28:12
879,824,2,7,Tardó un poco más de lo esperado,2024-10-12,01:50:13
880,1001,1,9,,2025-03-02,03:41:27
881,188,1,8,Atención muy buena,2025-05-10,22:45:10
882,965,1,6,,2025-07-11,23:12:29
883,717,1,9,Tardó un poco más de lo esperado,2025-09-29,00:40:30
884,1085,2,9,Tardó un poco más de lo esperado,2024-03-06,19:23:11
885,765,1,9,Tardó un poco más de lo esperado,2024-10-09,14:23:36
886,484,2,2,Volvería a comprar,2025-06-28,20:54:10
887,931,1,6,Atención muy buena,2025-10-02,17:43:01
888,417,1,10,Tardó un poco más de lo esperado,2025-09-05,03:20:15
889,801,2,10,Tardó un poco más de lo esperado,2024-10-16,18:15:03
890,501,1,4,Atención muy buena,2024-06-21,21:30:37
