id,order_id,customer_id,shipping_address_id,shipping_address_id,carrier,shipped_at_date_id,shipped_at_time,delivered_at_date_id,delivered_at_time,tracking_number
2532,1000002531,290,3760,2764,Correo Argentino,739,13:27:36,742,13:27:36,TRK-TDUY18QDDV
2533,1000002532,891,2952,1956,Correo Argentino,896,21:00:20,901,21:00:20,TRK-E9K7FW0A0Y
2534,1000002533,870,3094,2098,Correo Argentino,527,01:32:07,531,01:32:07,TRK-VNCA1P5JRF
2535,1000002534,991,2,2,PICKUP,374,01:00:31,375,01:00:31,
2536,1000002535,793,3700,2704,Correo Argentino,487,02:37:56,489,02:37:56,TRK-8IKDO57XSU
2537,1000002536,741,1415,419,Correo Argentino,535,11:14:45,539,11:14:45,TRK-XUHF228N9A
2538,1000002537,229,3687,2691,Correo Argentino,854,01:39:02,857,01:39:02,TRK-3S7BZ5OU70
2539,1000002538,177,2,2,PICKUP,,,,,
2540,1000002539,706,1041,45,Correo Argentino,436,16:23:52,439,16:23:52,TRK-30X30W3OQ5
2541,1000002540,665,3384,2388,Correo Argentino,431,12:34:35,434,12:34:35,TRK-OWG5O8WSM6
2542,1000002541,510,2,2,PICKUP,728,20:34:12,729,20:34:12,
2543,1000002542,1172,1923,927,Correo Argentino,624,12:11:09,626,12:11:09,TRK-324KH38HSL
2544,1000002543,392,2,2,PICKUP,691,10:22:50,692,10:22:50,
2545,1000002544,163,3635,2639,Correo Argentino,874,16:07:59,878,16:07:59,TRK-J3H9B6SMN1
2546,1000002545,918,1847,851,Correo Argentino,745,09:15:13,750,09:15:13,TRK-0EKS0YDA4K
2547,1000002546,788,2,2,PICKUP,405,05:14:09,406,05:14:09,
2548,1000002547,1008,2549,1553,Correo Argentino,567,11:11:03,572,11:11:03,TRK-NRE2Q2Z6JM
2549,1000002548,157,3491,2495,Correo Argentino,987,00:58:59,989,00:58:59,TRK-81ZBW3YD57
2550,1000002549,1387,2034,1038,Correo Argentino,492,07:15:18,496,07:15:18,TRK-KD7926PWBA
2551,1000002550,448,2280,1284,Correo Argentino,,,,,
2552,1000002551,180,1967,971,Correo Argentino,575,12:42:23,578,12:42:23,TRK-N39S5I43K2
2553,1000002552,988,3239,2243,Correo Argentino,628,21:58:07,630,21:58:07,TRK-OB4WEYYLS2
2554,1000002553,1133,2754,1758,Correo Argentino,993,06:53:21,996,06:53:21,TRK-VFBL3XG6FB
2555,1000002554,441,2656,1660,Correo Argentino,554,17:00:25,557,17:00:25,TRK-0J3SO4ASLR
2556,1000002555,44,1100,104,Correo Argentino,582,13:49:37,587,13:49:37,TRK-5ABZ76NQ0R
2557,1000002556,194,1866,870,Correo Argentino,873,23:48:11,875,23:48:11,TRK-RB2IL056E8
2558,1000002557,622,3810,2814,Correo Argentino,500,14:53:07,503,14:53:07,TRK-O7NPLGIHJF
2559,1000002558,81,1616,620,Correo Argentino,781,16:20:37,784,16:20:37,TRK-51T3SGA6T9
2560,1000002559,525,1538,542,Correo Argentino,969,16:02:57,972,16:02:57,TRK-0LN6TFJNTH
2561,1000002560,204,2,2,PICKUP,854,12:10:55,855,12:10:55,
2562,1000002561,1393,2,2,PICKUP,701,04:39:01,702,04:39:01,
2563,1000002562,1057,4021,3025,Correo Argentino,539,18:06:53,542,18:06:53,TRK-OFC7R77KWK
2564,1000002563,310,3899,2903,Correo Argentino,720,19:13:07,727,19:13:07,TRK-33P9AYXCW8
2565,1000002564,358,3646,2650,Correo Argentino,382,20:36:13,386,20:36:13,TRK-N0ESSDLA8D
2566,1000002565,1271,3327,2331,Correo Argentino,559,18:18:47,562,18:18:47,TRK-RYE76VOJI9
2567,1000002566,1158,2559,1563,Correo Argentino,869,20:17:55,872,20:17:55,TRK-DAC25YAXFP
2568,1000002567,492,4,4,PICKUP,915,06:01:10,916,06:01:10,
2569,1000002568,1207,3886,2890,Correo Argentino,754,03:48:33,756,03:48:33,TRK-5M3AWOJDQI
2570,1000002569,1015,3,3,PICKUP,860,08:55:14,861,08:55:14,
2571,1000002570,698,2,2,PICKUP,718,20:25:34,719,20:25:34,
2572,1000002571,860,4,4,PICKUP,772,18:24:39,773,18:24:39,
2573,1000002572,1258,3187,2191,Correo Argentino,735,22:08:09,737,22:08:09,TRK-WFUHW24DP6
2574,1000002573,1032,2096,1100,Correo Argentino,689,11:54:56,692,11:54:56,TRK-N8L812CPLB
2575,1000002574,26,2106,1110,Correo Argentino,989,09:11:25,992,09:11:25,TRK-WZKL8RJHJS
2576,1000002575,268,2510,1514,Correo Argentino,575,05:50:06,578,05:50:06,TRK-X86JRNDJW5
2577,1000002576,1242,1363,367,Correo Argentino,490,15:03:58,492,15:03:58,TRK-LPGUT1PV0B
2578,1000002577,393,1252,256,Correo Argentino,463,19:45:07,467,19:45:07,TRK-QLD56PX9Q2
2579,1000002578,99,4,4,PICKUP,620,18:07:00,621,18:07:00,
2580,1000002579,518,3449,2453,Correo Argentino,996,08:06:08,998,08:06:08,TRK-DUJY23QIGT
2581,1000002580,420,1346,350,Correo Argentino,616,17:24:59,622,17:24:59,TRK-9JLJMQDHE8
2582,1000002581,323,3,3,PICKUP,428,06:11:23,429,06:11:23,
2583,1000002582,1359,3506,2510,Correo Argentino,420,03:57:02,424,03:57:02,TRK-ABWOKHEP9M
2584,1000002583,988,2540,1544,Correo Argentino,763,07:30:56,765,07:30:56,TRK-1H68IM4GRU
2585,1000002584,687,3,3,PICKUP,769,19:51:47,770,19:51:47,
2586,1000002585,395,1193,197,Correo Argentino,,,,,
2587,1000002586,35,3,3,PICKUP,720,01:16:43,721,01:16:43,
2588,1000002587,264,2,2,PICKUP,794,12:56:14,795,12:56:14,
2589,1000002588,1085,4153,3157,Correo Argentino,653,14:24:56,655,14:24:56,TRK-I1KAVNJZO0
2590,1000002589,1023,1257,261,Correo Argentino,683,09:43:53,686,09:43:53,TRK-2WNPQF4EGY
2591,1000002590,789,1896,900,Correo Argentino,,,,,
2592,1000002591,524,2,2,PICKUP,932,10:31:52,933,10:31:52,
2593,1000002592,189,3589,2593,Correo Argentino,533,04:12:56,538,04:12:56,TRK-71LAVRFVRI
2594,1000002593,806,4,4,PICKUP,,,,,
2595,1000002594,1241,3775,2779,Correo Argentino,634,00:22:39,636,00:22:39,TRK-LZZ4NVKVYL
2596,1000002595,1210,1432,436,Correo Argentino,405,21:14:32,410,21:14:32,TRK-DC6CY9Q5YH
2597,1000002596,1034,2672,1676,Correo Argentino,,,,,
2598,1000002597,653,1,1,PICKUP,,,,,
2599,1000002598,662,1,1,PICKUP,476,01:51:51,477,01:51:51,
2600,1000002599,726,3,3,PICKUP,646,17:49:11,647,17:49:11,
2601,1000002600,1306,1343,347,Correo Argentino,779,10:47:43,782,10:47:43,TRK-N43ROGLF1S
2602,1000002601,1383,3,3,PICKUP,,,,,
2603,1000002602,489,1421,425,Correo Argentino,,,,,
2604,1000002603,1476,2068,1072,Correo Argentino,918,16:24:43,921,16:24:43,TRK-94WM3BK6CW
2605,1000002604,90,3,3,PICKUP,510,04:53:20,511,04:53:20,
2606,1000002605,938,1014,18,Correo Argentino,384,21:57:57,388,21:57:57,TRK-GCDRZJTSJW
2607,1000002606,1239,1142,146,Correo Argentino,381,00:06:43,386,00:06:43,TRK-6WECBCNT6G
2608,1000002607,594,4,4,PICKUP,582,13:24:40,583,13:24:40,
2609,1000002608,1277,4,4,PICKUP,534,09:55:39,535,09:55:39,
2610,1000002609,1386,1499,503,Correo Argentino,965,02:26:06,970,02:26:06,TRK-N078C74TUL
2611,1000002610,88,2208,1212,Correo Argentino,676,16:19:19,678,16:19:19,TRK-DH1VG86NXB
2612,1000002611,1274,1436,440,Correo Argentino,669,07:00:45,674,07:00:45,TRK-LYL4UJL7CT
2613,1000002612,1083,2,2,PICKUP,930,09:32:55,931,09:32:55,
2614,1000002613,405,1101,105,Correo Argentino,595,18:31:01,598,18:31:01,TRK-QBZHCAODSA
2615,1000002614,1206,1,1,PICKUP,779,14:09:30,780,14:09:30,
2616,1000002615,427,1987,991,Correo Argentino,635,13:03:33,638,13:03:33,TRK-X03ZBY1OFM
2617,1000002616,1230,3869,2873,Correo Argentino,990,00:02:47,994,00:02:47,TRK-0XGRWD02PA
2618,1000002617,119,3,3,PICKUP,870,07:07:00,871,07:07:00,
2619,1000002618,1305,4096,3100,Correo Argentino,537,05:43:45,539,05:43:45,TRK-R43SFFPPSI
2620,1000002619,1274,3,3,PICKUP,992,11:27:19,993,11:27:19,
2621,1000002620,77,3587,2591,Correo Argentino,,,,,
2622,1000002621,136,3289,2293,Correo Argentino,833,19:55:49,838,19:55:49,TRK-08VYVTE9IG
2623,1000002622,782,2,2,PICKUP,440,00:28:38,441,00:28:38,
2624,1000002623,293,3166,2170,Correo Argentino,566,01:50:26,571,01:50:26,TRK-J90OU4U1PT
2625,1000002624,481,3,3,PICKUP,674,08:56:16,675,08:56:16,
2626,1000002625,593,1899,903,Correo Argentino,765,07:35:35,768,07:35:35,TRK-IGMG55CT9D
2627,1000002626,617,1909,913,Correo Argentino,508,19:07:47,511,19:07:47,TRK-UBXFHS1B3E
2628,1000002627,1021,1,1,PICKUP,676,07:08:42,677,07:08:42,
2629,1000002628,382,2,2,PICKUP,467,16:52:10,468,16:52:10,
2630,1000002629,1356,4,4,PICKUP,671,23:57:21,672,23:57:21,
2631,1000002630,464,1051,55,Correo Argentino,864,14:52:21,869,14:52:21,TRK-VSMMNVFH3N
2632,1000002631,618,2393,1397,Correo Argentino,393,12:05:35,397,12:05:35,TRK-TIVKSJ6LVP
2633,1000002632,950,3,3,PICKUP,661,03:43:34,662,03:43:34,
2634,1000002633,1371,1,1,PICKUP,524,01:00:11,525,01:00:11,
2635,1000002634,1007,2,2,PICKUP,418,18:11:42,419,18:11:42,
2636,1000002635,48,1841,845,Correo Argentino,846,20:20:04,849,20:20:04,TRK-JQBKV6TBAL
2637,1000002636,1231,2,2,PICKUP,709,12:35:54,710,12:35:54,
2638,1000002637,1143,2,2,PICKUP,545,16:56:36,546,16:56:36,
2639,1000002638,1374,3,3,PICKUP,789,11:38:33,790,11:38:33,
2640,1000002639,1014,3783,2787,Correo Argentino,680,05:53:01,684,05:53:01,TRK-EL8FM4595R
2641,1000002640,1161,3380,2384,Correo Argentino,710,08:00:02,715,08:00:02,TRK-DDUCM1EWLN
2642,1000002641,423,1306,310,Correo Argentino,521,01:31:03,524,01:31:03,TRK-Q7WKR78ACJ
2643,1000002642,52,2043,1047,Correo Argentino,376,18:12:11,380,18:12:11,TRK-BUESEKOU2C
2644,1000002643,1112,2061,1065,Correo Argentino,940,09:22:13,943,09:22:13,TRK-9HNYUPR69Y
2645,1000002644,1046,1446,450,Correo Argentino,611,12:26:03,618,12:26:03,TRK-NZB1FU8A5W
2646,1000002645,555,3,3,PICKUP,726,05:50:54,727,05:50:54,
2647,1000002646,24,4169,3173,Correo Argentino,785,07:26:58,788,07:26:58,TRK-WB5XV5SIOQ
2648,1000002647,506,2,2,PICKUP,497,00:13:39,498,00:13:39,
2649,1000002648,1211,1070,74,Correo Argentino,703,11:23:05,706,11:23:05,TRK-8FL7GAG6CB
2650,1000002649,859,3351,2355,Correo Argentino,565,23:10:32,568,23:10:32,TRK-78JO9N0JZ0
2651,1000002650,1376,1878,882,Correo Argentino,681,06:54:49,684,06:54:49,TRK-GHPJXCBHAA
2652,1000002651,83,1,1,PICKUP,886,23:44:14,887,23:44:14,
2653,1000002652,284,2702,1706,Correo Argentino,974,19:31:55,979,19:31:55,TRK-CGQESDNC1K
2654,1000002653,517,1,1,PICKUP,764,16:55:46,765,16:55:46,
2655,1000002654,521,1,1,PICKUP,462,16:46:25,463,16:46:25,
2656,1000002655,585,2229,1233,Correo Argentino,392,21:23:44,396,21:23:44,TRK-3KMZ5YUGUR
2657,1000002656,282,3,3,PICKUP,590,02:04:34,591,02:04:34,
2658,1000002657,1234,1,1,PICKUP,860,17:54:54,861,17:54:54,
2659,1000002658,1350,4,4,PICKUP,519,04:21:06,520,04:21:06,
2660,1000002659,31,1041,45,Correo Argentino,856,11:09:03,858,11:09:03,TRK-DIMUD48OH9
2661,1000002660,1356,1027,31,Correo Argentino,725,21:02:16,729,21:02:16,TRK-7D1PXG3KZQ
2662,1000002661,1392,2995,1999,Correo Argentino,805,08:32:42,808,08:32:42,TRK-OS7KJKA8P3
2663,1000002662,702,4,4,PICKUP,840,06:44:49,841,06:44:49,
2664,1000002663,1414,2532,1536,Correo Argentino,387,03:58:44,390,03:58:44,TRK-PMZPOK6VWE
2665,1000002664,216,2562,1566,Correo Argentino,570,06:07:37,572,06:07:37,TRK-ZPL7PSYQ2V
2666,1000002665,87,1777,781,Correo Argentino,787,03:11:06,792,03:11:06,TRK-PQ3C4R1OBE
2667,1000002666,173,2,2,PICKUP,581,11:51:10,582,11:51:10,
2668,1000002667,767,2,2,PICKUP,398,18:24:01,399,18:24:01,
2669,1000002668,49,3808,2812,Correo Argentino,1002,12:35:56,1006,12:35:56,TRK-CG21FOGSPE
2670,1000002669,706,3403,2407,Correo Argentino,735,03:05:06,737,03:05:06,TRK-PUUDJU63O9
2671,1000002670,1456,2940,1944,Correo Argentino,,,,,
2672,1000002671,87,1,1,PICKUP,,,,,
2673,1000002672,1066,3,3,PICKUP,793,15:19:34,794,15:19:34,
2674,1000002673,1398,3,3,PICKUP,490,21:55:44,491,21:55:44,
2675,1000002674,544,2895,1899,Correo Argentino,621,07:26:58,624,07:26:58,TRK-7UXYMBNMMM
2676,1000002675,135,1628,632,Correo Argentino,498,14:07:27,500,14:07:27,TRK-TJYQKUU2LT
2677,1000002676,806,1380,384,Correo Argentino,738,17:04:00,741,17:04:00,TRK-NINW8AZ1XU
2678,1000002677,1230,2656,1660,Correo Argentino,856,07:51:36,858,07:51:36,TRK-0JLOEV8IK1
2679,1000002678,995,1314,318,Correo Argentino,431,01:41:15,434,01:41:15,TRK-G36Q6NMBU0
2680,1000002679,629,1,1,PICKUP,848,04:54:58,849,04:54:58,
2681,1000002680,1312,2889,1893,Correo Argentino,548,04:24:14,551,04:24:14,TRK-32TQYYEAQU
2682,1000002681,1339,3899,2903,Correo Argentino,764,22:04:20,771,22:04:20,TRK-OXYJE4GWXJ
2683,1000002682,1172,3,3,PICKUP,692,14:31:19,693,14:31:19,
2684,1000002683,1064,3,3,PICKUP,378,19:31:00,379,19:31:00,
2685,1000002684,913,2,2,PICKUP,,,,,
2686,1000002685,295,2175,1179,Correo Argentino,917,01:24:22,921,01:24:22,TRK-B25ODTKEW4
2687,1000002686,461,3427,2431,Correo Argentino,,,,,
2688,1000002687,326,3602,2606,Correo Argentino,910,18:23:49,914,18:23:49,TRK-1RK5CXVN5R
2689,1000002688,971,3900,2904,Correo Argentino,460,13:01:59,465,13:01:59,TRK-NSRD1BAPLD
2690,1000002689,70,4,4,PICKUP,534,20:31:49,535,20:31:49,
2691,1000002690,415,1109,113,Correo Argentino,429,09:35:05,433,09:35:05,TRK-MW0V9421AQ
2692,1000002691,292,3,3,PICKUP,430,14:23:18,431,14:23:18,
2693,1000002692,717,1514,518,Correo Argentino,992,00:40:30,996,00:40:30,TRK-X24B06TW86
2694,1000002693,904,3538,2542,Correo Argentino,975,10:11:15,980,10:11:15,TRK-CDSIAXDJ0M
2695,1000002694,437,4037,3041,Correo Argentino,,,,,
2696,1000002695,1396,3,3,PICKUP,964,08:11:24,965,08:11:24,
2697,1000002696,393,2077,1081,Correo Argentino,890,11:16:51,895,11:16:51,TRK-CHZX7L4AB7
2698,1000002697,1289,4019,3023,Correo Argentino,,,,,
2699,1000002698,394,3,3,PICKUP,551,03:00:05,552,03:00:05,
2700,1000002699,1413,2,2,PICKUP,708,19:47:59,709,19:47:59,
2701,1000002700,1157,1,1,PICKUP,595,07:27:15,596,07:27:15,
2702,1000002701,1308,2044,1048,Correo Argentino,987,15:53:00,989,15:53:00,TRK-4RYATUZFAL
2703,1000002702,628,1556,560,Correo Argentino,648,11:50:10,652,11:50:10,TRK-BX55XE7LV2
2704,1000002703,317,2198,1202,Correo Argentino,708,16:02:40,712,16:02:40,TRK-6PDNNEW4OP
2705,1000002704,55,1,1,PICKUP,555,15:19:17,556,15:19:17,
2706,1000002705,339,1,1,PICKUP,932,18:55:37,933,18:55:37,
2707,1000002706,1277,1839,843,Correo Argentino,721,06:30:31,725,06:30:31,TRK-JL1ZFRW7X5
2708,1000002707,823,3713,2717,Correo Argentino,461,13:12:08,466,13:12:08,TRK-PBCJURGZD2
2709,1000002708,272,4099,3103,Correo Argentino,443,15:23:01,446,15:23:01,TRK-6J2VF9AHAN
2710,1000002709,1147,2071,1075,Correo Argentino,552,06:07:39,554,06:07:39,TRK-UJURFPOXMR
2711,1000002710,594,1,1,PICKUP,740,18:12:54,741,18:12:54,
2712,1000002711,639,3782,2786,Correo Argentino,717,13:57:41,720,13:57:41,TRK-2WBZFZJWOM
2713,1000002712,172,3708,2712,Correo Argentino,981,14:32:19,985,14:32:19,TRK-BAOIWAYDRU
2714,1000002713,1182,1259,263,Correo Argentino,975,23:10:31,979,23:10:31,TRK-W4E3J8Z4ZJ
2715,1000002714,35,2980,1984,Correo Argentino,766,11:02:51,769,11:02:51,TRK-GDL24B8XQK
2716,1000002715,572,1,1,PICKUP,412,20:39:46,413,20:39:46,
2717,1000002716,816,2930,1934,Correo Argentino,757,12:53:48,762,12:53:48,TRK-KH2JI72MBD
2718,1000002717,359,2855,1859,Correo Argentino,528,01:45:48,533,01:45:48,TRK-TLXGKYA164
2719,1000002718,272,3018,2022,Correo Argentino,874,05:43:36,879,05:43:36,TRK-493OSFZ9B3
2720,1000002719,402,4,4,PICKUP,904,10:33:02,905,10:33:02,
2721,1000002720,1137,3256,2260,Correo Argentino,,,,,
2722,1000002721,1267,3,3,PICKUP,531,01:58:01,532,01:58:01,
2723,1000002722,603,1354,358,Correo Argentino,687,18:02:42,691,18:02:42,TRK-ECNV5VECXO
2724,1000002723,606,4,4,PICKUP,624,04:51:29,625,04:51:29,
2725,1000002724,1268,3497,2501,Correo Argentino,715,11:16:34,719,11:16:34,TRK-QHITTZAL1E
2726,1000002725,1393,1825,829,Correo Argentino,960,19:43:14,964,19:43:14,TRK-ZZG2PHH1HH
2727,1000002726,1486,4033,3037,Correo Argentino,,,,,
2728,1000002727,1453,3132,2136,Correo Argentino,,,,,
2729,1000002728,1352,3759,2763,Correo Argentino,694,23:36:55,699,23:36:55,TRK-WZYMJ6MBEY
2730,1000002729,1357,1,1,PICKUP,459,21:04:39,460,21:04:39,
2731,1000002730,725,1,1,PICKUP,751,23:59:22,752,23:59:22,
2732,1000002731,260,3,3,PICKUP,983,21:39:47,984,21:39:47,
2733,1000002732,378,3,3,PICKUP,764,06:45:53,765,06:45:53,
2734,1000002733,1425,3508,2512,Correo Argentino,749,12:07:01,752,12:07:01,TRK-5UEF2H8VMT
2735,1000002734,85,2304,1308,Correo Argentino,554,07:41:29,558,07:41:29,TRK-EUD9LVHW4E
2736,1000002735,1313,3,3,PICKUP,983,18:56:28,984,18:56:28,
2737,1000002736,704,4,4,PICKUP,749,23:14:15,750,23:14:15,
2738,1000002737,1133,2,2,PICKUP,653,15:59:35,654,15:59:35,
2739,1000002738,176,1248,252,Correo Argentino,786,16:03:02,790,16:03:02,TRK-WIG6BATF5O
2740,1000002739,264,3495,2499,Correo Argentino,558,06:04:30,560,06:04:30,TRK-O3NQN41UK7
2741,1000002740,882,1,1,PICKUP,507,02:19:57,508,02:19:57,
2742,1000002741,529,2649,1653,Correo Argentino,982,10:40:31,986,10:40:31,TRK-G64XSU6LLU
2743,1000002742,511,1,1,PICKUP,549,06:57:25,550,06:57:25,
2744,1000002743,1192,4,4,PICKUP,665,14:07:34,666,14:07:34,
2745,1000002744,866,2,2,PICKUP,891,17:05:21,892,17:05:21,
2746,1000002745,147,3213,2217,Correo Argentino,817,22:02:59,823,22:02:59,TRK-146NZ9GS96
2747,1000002746,846,2,2,PICKUP,379,08:56:01,380,08:56:01,
2748,1000002747,487,2507,1511,Correo Argentino,847,01:58:44,852,01:58:44,TRK-X1YFH1HDNR
2749,1000002748,1252,4,4,PICKUP,678,19:28:24,679,19:28:24,
2750,1000002749,746,1,1,PICKUP,,,,,
2751,1000002750,760,4111,3115,Correo Argentino,945,19:58:25,949,19:58:25,TRK-2I8MH6JJR2
2752,1000002751,414,1,1,PICKUP,951,04:57:32,952,04:57:32,
2753,1000002752,180,3,3,PICKUP,523,06:06:16,524,06:06:16,
2754,1000002753,369,1342,346,Correo Argentino,,,,,
2755,1000002754,1391,4058,3062,Correo Argentino,711,18:43:11,715,18:43:11,TRK-LAOPOWW2C4
2756,1000002755,1181,1377,381,Correo Argentino,541,02:13:24,545,02:13:24,TRK-FZERUC7SJR
2757,1000002756,841,2332,1336,Correo Argentino,576,16:09:34,581,16:09:34,TRK-82Z4JSIJPB
2758,1000002757,282,3720,2724,Correo Argentino,819,03:34:11,821,03:34:11,TRK-EJIX7UC5G0
2759,1000002758,1491,1409,413,Correo Argentino,541,13:18:46,544,13:18:46,TRK-I7P4S7JZ4D
2760,1000002759,787,2,2,PICKUP,,,,,
2761,1000002760,484,2,2,PICKUP,902,20:54:10,903,20:54:10,
2762,1000002761,559,1487,491,Correo Argentino,941,09:04:49,943,09:04:49,TRK-48NL2GHN9C
2763,1000002762,872,4017,3021,Correo Argentino,878,07:27:26,880,07:27:26,TRK-JGI36KE94J
2764,1000002763,568,2134,1138,Correo Argentino,833,18:26:16,838,18:26:16,TRK-23HELSUBU1
2765,1000002764,578,1,1,PICKUP,975,16:19:34,976,16:19:34,
2766,1000002765,291,1,1,PICKUP,435,13:10:31,436,13:10:31,
2767,1000002766,549,1307,311,Correo Argentino,782,09:25:05,784,09:25:05,TRK-6Y8OHNUN0F
2768,1000002767,511,3055,2059,Correo Argentino,533,09:32:42,536,09:32:42,TRK-M3H1BAS2X5
2769,1000002768,185,3380,2384,Correo Argentino,833,08:31:53,835,08:31:53,TRK-LV2GKOO7RR
2770,1000002769,575,3,3,PICKUP,797,04:28:51,798,04:28:51,
2771,1000002770,798,1849,853,Correo Argentino,,,,,
2772,1000002771,1108,1467,471,Correo Argentino,686,07:47:01,689,07:47:01,TRK-1K0RW98GSB
2773,1000002772,1145,3,3,PICKUP,462,04:40:22,463,04:40:22,
2774,1000002773,1421,2804,1808,Correo Argentino,,,,,
2775,1000002774,613,3525,2529,Correo Argentino,758,05:18:00,761,05:18:00,TRK-OVQLAKABM0
2776,1000002775,67,1,1,PICKUP,831,19:56:32,832,19:56:32,
2777,1000002776,415,2522,1526,Correo Argentino,906,10:13:47,911,10:13:47,TRK-N4O7386WN2
2778,1000002777,1101,2,2,PICKUP,445,07:52:40,446,07:52:40,
2779,1000002778,939,2674,1678,Correo Argentino,831,06:02:33,833,06:02:33,TRK-0RRZ6HCMBV
2780,1000002779,700,1137,141,Correo Argentino,,,,,
2781,1000002780,258,3569,2573,Correo Argentino,788,03:55:50,791,03:55:50,TRK-PF1BIEVHKJ
2782,1000002781,623,2442,1446,Correo Argentino,898,17:43:24,905,17:43:24,TRK-3W1E90QGCC
2783,1000002782,164,1585,589,Correo Argentino,864,10:03:03,868,10:03:03,TRK-Q8EQBUFX2C
2784,1000002783,684,2,2,PICKUP,781,00:35:54,782,00:35:54,
2785,1000002784,271,4,4,PICKUP,830,11:17:49,831,11:17:49,
2786,1000002785,816,4,4,PICKUP,657,15:24:03,658,15:24:03,
2787,1000002786,1449,3,3,PICKUP,593,20:20:42,594,20:20:42,
2788,1000002787,1293,2592,1596,Correo Argentino,883,09:32:52,888,09:32:52,TRK-AKHTCJZONC
2789,1000002788,1097,3481,2485,Correo Argentino,924,21:09:21,927,21:09:21,TRK-QFAGQ6JAPW
2790,1000002789,1184,1,1,PICKUP,379,06:02:21,380,06:02:21,
2791,1000002790,877,4,4,PICKUP,559,19:27:33,560,19:27:33,
2792,1000002791,475,3,3,PICKUP,517,02:27:35,518,02:27:35,
2793,1000002792,1287,2,2,PICKUP,861,18:08:19,862,18:08:19,
2794,1000002793,1113,1321,325,Correo Argentino,,,,,
2795,1000002794,1048,1895,899,Correo Argentino,990,14:54:10,994,14:54:10,TRK-3M4VRPR1K8
2796,1000002795,300,1533,537,Correo Argentino,969,21:17:17,971,21:17:17,TRK-LIYUM443TG
2797,1000002796,175,2522,1526,Correo Argentino,740,12:38:25,742,12:38:25,TRK-1PMNCJ12ZJ
2798,1000002797,514,1942,946,Correo Argentino,808,10:08:17,811,10:08:17,TRK-O83E58V2IZ
2799,1000002798,1448,2601,1605,Correo Argentino,485,06:51:49,490,06:51:49,TRK-LAT4RBPWEL
2800,1000002799,1361,1,1,PICKUP,976,19:10:14,977,19:10:14,
2801,1000002800,883,4,4,PICKUP,518,23:01:50,519,23:01:50,
2802,1000002801,302,1,1,PICKUP,708,10:30:24,709,10:30:24,
2803,1000002802,638,1614,618,Correo Argentino,,,,,
2804,1000002803,537,3036,2040,Correo Argentino,949,23:39:31,952,23:39:31,TRK-XIBE7FGWJP
2805,1000002804,922,2370,1374,Correo Argentino,645,10:01:05,650,10:01:05,TRK-A3D67NX38H
2806,1000002805,740,3,3,PICKUP,708,08:56:44,709,08:56:44,
2807,1000002806,1474,2007,1011,Correo Argentino,581,17:27:18,588,17:27:18,TRK-NJKR0R4CXH
2808,1000002807,1234,1430,434,Correo Argentino,743,14:09:03,745,14:09:03,TRK-MKPKHISKVN
2809,1000002808,1095,2090,1094,Correo Argentino,726,12:21:21,731,12:21:21,TRK-51KKQWQFSS
2810,1000002809,610,3089,2093,Correo Argentino,534,22:05:52,538,22:05:52,TRK-MAZFRM5G54
2811,1000002810,1326,1,1,PICKUP,862,06:10:52,863,06:10:52,
2812,1000002811,1267,3232,2236,Correo Argentino,800,12:10:34,806,12:10:34,TRK-0C67E9QXEL
2813,1000002812,694,2,2,PICKUP,778,10:40:04,779,10:40:04,
2814,1000002813,373,3,3,PICKUP,450,11:30:22,451,11:30:22,
2815,1000002814,1068,2905,1909,Correo Argentino,718,11:17:24,721,11:17:24,TRK-M3813N8WRZ
2816,1000002815,1209,3032,2036,Correo Argentino,476,07:10:20,480,07:10:20,TRK-90YV8VIH5Z
2817,1000002816,1370,1650,654,Correo Argentino,586,01:40:11,590,01:40:11,TRK-ZX20RNZ3EF
2818,1000002817,357,2,2,PICKUP,684,11:24:04,685,11:24:04,
2819,1000002818,1071,2552,1556,Correo Argentino,979,18:16:48,981,18:16:48,TRK-HXAB13J0KK
2820,1000002819,1110,2586,1590,Correo Argentino,420,05:01:16,424,05:01:16,TRK-KAUQ8AW8U8
2821,1000002820,896,2,2,PICKUP,939,12:32:46,940,12:32:46,
2822,1000002821,1084,4,4,PICKUP,906,17:44:16,907,17:44:16,
2823,1000002822,463,1512,516,Correo Argentino,716,14:52:21,718,14:52:21,TRK-KO0AWXT1J7
2824,1000002823,1090,3648,2652,Correo Argentino,450,22:54:22,454,22:54:22,TRK-UHPR2MMRE0
2825,1000002824,462,2,2,PICKUP,713,21:08:27,714,21:08:27,
2826,1000002825,918,3,3,PICKUP,562,16:59:17,563,16:59:17,
2827,1000002826,717,3411,2415,Correo Argentino,,,,,
2828,1000002827,1418,4,4,PICKUP,641,22:43:57,642,22:43:57,
2829,1000002828,1083,2,2,PICKUP,,,,,
2830,1000002829,444,4,4,PICKUP,863,12:46:21,864,12:46:21,
2831,1000002830,411,1441,445,Correo Argentino,627,00:58:02,631,00:58:02,TRK-1C9NBDZHCG
2832,1000002831,183,2495,1499,Correo Argentino,622,19:58:25,625,19:58:25,TRK-KFWSFC78VW
2833,1000002832,414,3803,2807,Correo Argentino,726,04:49:31,730,04:49:31,TRK-OQD4RKRHOM
2834,1000002833,19,1727,731,Correo Argentino,464,13:05:07,466,13:05:07,TRK-G7VY3KAXGG
