id,customer_id,channel_id,store_id,order_date_id,order_time,billing_address_id,shipping_address_id,status_order,currency_code,subtotal,tax_amount,shipping_fee,total_amount
614,172,1,,960,20:35:34,2427,1078,FULFILLED,ARS,25080.0,5266.8,900.0,31246.8
615,593,2,3,763,00:52:32,1519,3,FULFILLED,ARS,74454.0,15635.34,0.0,90089.34
616,681,2,2,396,21:08:26,2320,2,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
617,840,1,,844,16:19:33,1283,486,FULFILLED,ARS,48300.0,10143.0,0.0,58443.0
618,1145,1,,537,04:17:26,1493,35,PAID,ARS,31752.0,6667.92,900.0,39319.92
619,412,1,,746,00:00:04,2752,2750,PAID,ARS,30000.0,6300.0,900.0,37200.0
620,400,1,,939,06:31:23,1965,2865,FULFILLED,ARS,23520.0,4939.2,900.0,29359.2
621,698,1,,416,14:00:24,586,181,FULFILLED,ARS,35280.0,7408.8,900.0,43588.8
622,751,1,,663,01:15:32,2846,2750,FULFILLED,ARS,69300.0,14553.0,900.0,84753.0
623,1495,1,,899,23:35:45,606,576,FULFILLED,ARS,55752.0,11707.92,1200.0,68659.92
624,1207,1,,657,17:12:41,,1211,FULFILLED,ARS,84870.0,17822.7,1500.0,104192.7
625,691,2,2,533,18:33:42,1900,2,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0
626,144,2,4,675,11:17:27,1762,4,FULFILLED,ARS,37500.0,7875.0,0.0,45375.0
627,136,2,3,556,07:36:08,1089,3,FULFILLED,ARS,83340.0,17501.4,0.0,100841.4
628,984,2,2,424,03:26:06,2217,2,FULFILLED,ARS,42525.0,8930.25,0.0,51455.25
629,165,2,4,549,06:18:40,267,4,FULFILLED,ARS,38808.0,8149.68,0.0,46957.68
630,893,1,,760,03:23:57,811,2282,PAID,ARS,60564.0,12718.44,0.0,73282.44
631,1117,1,,837,00:45:18,1067,2472,FULFILLED,ARS,27000.0,5670.0,1200.0,33870.0
632,992,2,3,620,12:23:09,1521,3,FULFILLED,ARS,36825.0,7733.25,0.0,44558.25
633,1325,2,3,653,06:50:33,2107,3,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
634,232,2,4,577,22:01:26,972,4,FULFILLED,ARS,37044.0,7779.24,0.0,44823.24
635,1051,1,,634,08:32:50,2106,1385,FULFILLED,ARS,39690.0,8334.9,900.0,48924.9
636,809,2,1,786,08:22:28,2069,1,REFUNDED,ARS,70656.0,14837.76,0.0,85493.76
637,442,1,,646,19:47:47,2912,510,CANCELLED,ARS,21600.0,4536.0,0.0,26136.0
638,385,2,4,752,21:12:54,2432,4,FULFILLED,ARS,31752.0,6667.92,0.0,38419.92
639,24,2,3,392,19:30:27,1142,3,FULFILLED,ARS,28350.0,5953.5,0.0,34303.5
640,548,2,3,416,07:53:07,1264,3,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0
641,1429,1,,475,19:37:10,2455,211,CREATED,ARS,31350.0,6583.5,1500.0,39433.5
642,1417,2,2,783,12:08:59,2164,2,FULFILLED,ARS,12348.0,2593.08,0.0,14941.08
643,750,1,,636,06:49:57,,2565,FULFILLED,ARS,62910.0,13211.1,1500.0,77621.1
644,1451,1,,652,20:51:32,2249,1888,FULFILLED,ARS,54525.0,11450.25,0.0,65975.25
645,1147,1,,406,12:50:20,272,1154,FULFILLED,ARS,19440.0,4082.4,1200.0,24722.4
646,1489,1,,976,09:39:24,634,2965,PAID,ARS,92310.0,19385.1,1500.0,113195.1
647,1216,1,,806,08:43:26,3112,38,FULFILLED,ARS,50280.0,10558.8,0.0,60838.8
648,758,1,,570,09:55:10,170,1409,CANCELLED,ARS,14700.0,3087.0,900.0,18687.0
649,1297,1,,571,06:20:05,3069,1560,REFUNDED,ARS,45000.0,9450.0,1200.0,55650.0
650,561,1,,919,08:32:38,2878,571,FULFILLED,ARS,39600.0,8316.0,900.0,48816.0
651,1017,1,,989,10:53:59,1181,2952,FULFILLED,ARS,30780.0,6463.8,900.0,38143.8
652,404,1,,892,06:34:01,3026,528,FULFILLED,ARS,10800.0,2268.0,900.0,13968.0
653,31,2,4,602,10:39:51,2139,4,PAID,ARS,23520.0,4939.2,0.0,28459.2
654,648,1,,829,22:51:25,1900,2732,FULFILLED,ARS,13500.0,2835.0,1500.0,17835.0
655,157,1,,598,01:50:36,2161,2384,PAID,ARS,36000.0,7560.0,900.0,44460.0
656,527,2,1,781,14:57:19,1942,1,FULFILLED,ARS,28350.0,5953.5,0.0,34303.5
657,6,1,,887,14:54:46,323,615,PAID,ARS,14700.0,3087.0,900.0,18687.0
658,108,1,,526,00:41:42,119,610,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0
659,1469,1,,607,03:35:32,884,1539,FULFILLED,ARS,41325.0,8678.25,900.0,50903.25
660,414,2,3,704,08:55:19,2021,3,CANCELLED,ARS,25200.0,5292.0,0.0,30492.0
661,1285,1,,465,03:00:50,2452,1144,FULFILLED,ARS,87637.5,18403.88,0.0,106041.38
662,1394,1,,517,23:59:01,1185,3201,FULFILLED,ARS,31350.0,6583.5,1500.0,39433.5
663,473,2,2,683,21:36:34,2952,2,FULFILLED,ARS,12150.0,2551.5,0.0,14701.5
664,366,2,1,527,14:24:39,2240,1,CANCELLED,ARS,11760.0,2469.6,0.0,14229.6
665,1394,1,,840,10:41:06,195,404,FULFILLED,ARS,45000.0,9450.0,1500.0,55950.0
666,1484,2,1,831,19:21:09,331,1,FULFILLED,ARS,32340.0,6791.4,0.0,39131.4
667,171,1,,878,04:50:07,2489,3129,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2
668,1262,2,3,910,07:21:53,2760,3,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
669,1123,1,,622,20:10:02,1263,1922,CANCELLED,ARS,32400.0,6804.0,1500.0,40704.0
670,343,1,,624,23:26:55,468,2762,FULFILLED,ARS,56700.0,11907.0,1200.0,69807.0
671,1433,1,,536,06:22:24,1046,2554,PAID,ARS,32400.0,6804.0,0.0,39204.0
672,1100,1,,489,22:28:31,516,2308,FULFILLED,ARS,24000.0,5040.0,1200.0,30240.0
673,73,1,,473,11:09:57,1291,3083,FULFILLED,ARS,12540.0,2633.4,900.0,16073.4
674,1165,2,3,903,01:00:48,2484,3,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0
675,383,2,3,929,06:16:54,3033,3,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
676,1313,1,,903,13:13:23,1304,123,FULFILLED,ARS,24000.0,5040.0,1500.0,30540.0
677,997,2,2,666,23:53:29,597,2,FULFILLED,ARS,48510.0,10187.1,0.0,58697.1
678,3,2,1,717,05:44:29,3125,1,FULFILLED,ARS,62460.0,13116.6,0.0,75576.6
679,323,1,,508,20:35:58,2061,2578,FULFILLED,ARS,25200.0,5292.0,1200.0,31692.0
680,961,1,,472,15:48:46,3056,123,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
681,1130,2,2,706,23:38:05,,2,FULFILLED,ARS,35910.0,7541.1,0.0,43451.1
682,318,1,,678,23:13:12,1452,1671,FULFILLED,ARS,45000.0,9450.0,1200.0,55650.0
683,579,2,3,407,00:12:52,288,3,FULFILLED,ARS,58995.0,12388.95,0.0,71383.95
684,1341,1,,455,01:24:31,1090,109,FULFILLED,ARS,19440.0,4082.4,900.0,24422.4
685,350,1,,513,15:04:37,2236,849,FULFILLED,ARS,55125.0,11576.25,1200.0,67901.25
686,810,1,,663,03:11:20,1913,3062,FULFILLED,ARS,27000.0,5670.0,1500.0,34170.0
687,1289,2,2,607,14:18:38,2691,2,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
688,567,2,2,557,15:37:43,933,2,CANCELLED,ARS,21600.0,4536.0,0.0,26136.0
689,797,1,,968,18:46:17,651,2203,FULFILLED,ARS,14700.0,3087.0,1200.0,18987.0
690,1169,1,,538,18:33:52,847,2163,PAID,ARS,103740.0,21785.4,1500.0,127025.4
691,326,1,,990,12:11:10,387,2244,FULFILLED,ARS,72480.0,15220.8,0.0,87700.8
692,97,2,3,781,22:40:39,2519,3,FULFILLED,ARS,35910.0,7541.1,0.0,43451.1
693,1158,2,2,373,10:58:51,1500,2,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
694,293,1,,409,17:37:36,2906,2656,FULFILLED,ARS,24000.0,5040.0,1200.0,30240.0
695,788,2,2,901,02:42:35,718,2,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
696,881,2,1,616,04:30:01,788,1,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
697,1345,1,,850,05:22:36,2750,991,FULFILLED,ARS,45000.0,9450.0,1500.0,55950.0
698,660,2,1,827,06:28:17,1548,1,PAID,ARS,14250.0,2992.5,0.0,17242.5
699,954,1,,418,22:24:00,2577,1713,REFUNDED,ARS,13500.0,2835.0,900.0,17235.0
700,889,2,4,655,16:28:54,2948,4,FULFILLED,ARS,48900.0,10269.0,0.0,59169.0
701,396,1,,838,02:55:29,141,1153,FULFILLED,ARS,32340.0,6791.4,900.0,40031.4
702,1425,2,3,434,03:57:22,2607,3,FULFILLED,ARS,11400.0,2394.0,0.0,13794.0
703,1147,2,3,587,02:13:59,,3,FULFILLED,ARS,25080.0,5266.8,0.0,30346.8
704,1368,2,4,706,06:40:20,1978,4,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0
705,601,1,,415,11:05:16,617,1876,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8
706,767,1,,665,16:38:12,1711,2462,CANCELLED,ARS,60600.0,12726.0,900.0,74226.0
707,949,2,2,985,21:51:53,798,2,PAID,ARS,38475.0,8079.75,0.0,46554.75
708,1242,1,,543,18:48:29,3037,254,FULFILLED,ARS,44887.5,9426.38,900.0,55213.88
709,1110,1,,804,01:03:26,507,2389,REFUNDED,ARS,11760.0,2469.6,1200.0,15429.6
710,164,2,1,898,09:24:59,1691,1,REFUNDED,ARS,15000.0,3150.0,0.0,18150.0
711,762,2,4,735,19:14:50,1597,4,PAID,ARS,11760.0,2469.6,0.0,14229.6
712,1116,1,,546,03:52:56,23,1843,PAID,ARS,67680.0,14212.8,1200.0,83092.8
713,937,1,,411,10:24:18,2693,1069,FULFILLED,ARS,44887.5,9426.38,1200.0,55513.88
714,1052,2,3,654,07:19:57,924,3,FULFILLED,ARS,29160.0,6123.6,0.0,35283.6
715,899,1,,972,19:28:26,,2149,FULFILLED,ARS,14700.0,3087.0,1500.0,19287.0
716,1406,2,4,370,04:05:58,3132,4,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
717,586,1,,437,13:58:28,963,1641,FULFILLED,ARS,25200.0,5292.0,1200.0,31692.0
718,1415,1,,413,05:23:21,1957,2950,FULFILLED,ARS,40110.0,8423.1,900.0,49433.1
719,391,1,,504,11:36:13,2150,350,PAID,ARS,66690.0,14004.9,1200.0,81894.9
720,1041,2,2,600,02:08:00,973,2,REFUNDED,ARS,25872.0,5433.12,0.0,31305.12
721,458,1,,958,02:45:02,2108,1777,FULFILLED,ARS,54000.0,11340.0,0.0,65340.0
722,604,1,,634,17:53:50,715,2537,FULFILLED,ARS,36000.0,7560.0,1200.0,44760.0
723,624,1,,700,14:10:44,2019,2936,CANCELLED,ARS,28500.0,5985.0,1200.0,35685.0
724,1028,1,,470,13:48:52,2353,2469,FULFILLED,ARS,21168.0,4445.28,900.0,26513.28
725,504,1,,852,12:47:25,2247,3003,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0
726,193,2,4,882,21:15:13,204,4,FULFILLED,ARS,12936.0,2716.56,0.0,15652.56
727,121,1,,551,11:31:26,2454,2394,PAID,ARS,32400.0,6804.0,1500.0,40704.0
728,1302,1,,900,14:29:01,2924,173,FULFILLED,ARS,23520.0,4939.2,900.0,29359.2
729,1495,1,,665,01:34:26,2148,962,FULFILLED,ARS,77805.0,16339.05,1200.0,95344.05
730,958,1,,582,17:46:52,2218,2443,FULFILLED,ARS,55050.0,11560.5,1200.0,67810.5
731,1024,2,3,969,16:24:10,2912,3,FULFILLED,ARS,50280.0,10558.8,0.0,60838.8
732,814,2,3,786,09:19:50,1710,3,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
733,1036,1,,374,09:59:58,1357,3033,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0
734,640,1,,514,04:48:07,2704,875,FULFILLED,ARS,21168.0,4445.28,1500.0,27113.28
735,915,1,,408,08:02:23,2972,658,FULFILLED,ARS,31500.0,6615.0,0.0,38115.0
736,544,2,1,885,08:35:35,2583,1,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0
737,483,2,3,950,18:21:04,,3,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
738,878,2,2,795,01:39:53,422,2,FULFILLED,ARS,78660.0,16518.6,0.0,95178.6
739,820,1,,715,15:18:41,1619,2055,FULFILLED,ARS,10260.0,2154.6,1200.0,13614.6
740,879,2,4,435,22:47:39,1612,4,FULFILLED,ARS,12825.0,2693.25,0.0,15518.25
741,1468,2,2,475,21:57:06,2392,2,FULFILLED,ARS,64680.0,13582.8,0.0,78262.8
742,440,1,,608,11:34:05,1504,1333,CANCELLED,ARS,44100.0,9261.0,1200.0,54561.0
743,1295,1,,557,15:15:04,2842,1539,REFUNDED,ARS,10800.0,2268.0,0.0,13068.0
744,1123,1,,587,13:36:21,3126,1524,FULFILLED,ARS,13500.0,2835.0,900.0,17235.0
745,1006,1,,567,08:18:29,1495,137,FULFILLED,ARS,42660.0,8958.6,900.0,52518.6
746,217,1,,747,03:39:50,3053,212,PAID,ARS,21600.0,4536.0,1200.0,27336.0
747,258,1,,732,00:25:19,1521,942,FULFILLED,ARS,45630.0,9582.3,1200.0,56412.3
748,751,2,1,546,08:09:04,1921,1,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0
749,955,2,2,786,23:03:37,719,2,PAID,ARS,12600.0,2646.0,0.0,15246.0
750,867,1,,668,21:54:58,13,2179,FULFILLED,ARS,26400.0,5544.0,1500.0,33444.0
751,584,1,,635,00:31:22,1235,748,FULFILLED,ARS,42525.0,8930.25,900.0,52355.25
752,99,2,2,915,14:54:31,1279,2,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0
753,593,1,,753,10:07:08,472,1822,FULFILLED,ARS,32400.0,6804.0,1500.0,40704.0
754,868,1,,939,16:10:24,,2970,FULFILLED,ARS,36000.0,7560.0,1200.0,44760.0
755,903,2,3,985,09:05:25,274,3,FULFILLED,ARS,117900.0,24759.0,0.0,142659.0
756,445,1,,968,17:23:34,,1195,FULFILLED,ARS,60840.0,12776.4,1200.0,74816.4
757,857,1,,959,10:18:58,1333,2776,FULFILLED,ARS,55272.0,11607.12,900.0,67779.12
758,633,2,4,731,20:56:11,581,4,CANCELLED,ARS,35910.0,7541.1,0.0,43451.1
759,1428,1,,595,03:32:21,333,2472,FULFILLED,ARS,44100.0,9261.0,900.0,54261.0
760,196,1,,368,10:14:14,1511,2340,FULFILLED,ARS,27000.0,5670.0,1500.0,34170.0
761,212,1,,716,13:07:06,3044,612,PAID,ARS,23520.0,4939.2,1200.0,29659.2
762,925,1,,847,17:28:35,871,2469,FULFILLED,ARS,12540.0,2633.4,900.0,16073.4
763,698,1,,820,16:40:35,2322,2443,FULFILLED,ARS,20520.0,4309.2,1200.0,26029.2
764,1135,1,,493,12:49:14,2826,2760,FULFILLED,ARS,34020.0,7144.2,1200.0,42364.2
765,165,1,,621,04:59:33,1851,913,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0
766,960,1,,686,23:40:34,1052,3160,FULFILLED,ARS,45000.0,9450.0,900.0,55350.0
767,696,1,,615,23:36:33,785,525,REFUNDED,ARS,31752.0,6667.92,0.0,38419.92
768,436,1,,664,23:33:48,914,123,FULFILLED,ARS,10260.0,2154.6,0.0,12414.6
769,1393,1,,1002,23:57:46,1158,2814,PAID,ARS,11760.0,2469.6,900.0,15129.6
770,127,1,,727,04:24:04,2971,882,FULFILLED,ARS,24000.0,5040.0,1200.0,30240.0
771,326,1,,725,07:09:02,1987,2351,FULFILLED,ARS,15675.0,3291.75,1200.0,20166.75
772,912,2,2,872,21:30:17,1039,2,PAID,ARS,24000.0,5040.0,0.0,29040.0
773,1041,1,,569,22:57:18,334,3193,FULFILLED,ARS,40500.0,8505.0,900.0,49905.0
774,130,1,,854,05:04:48,3192,1995,FULFILLED,ARS,23940.0,5027.4,900.0,29867.4
775,422,1,,691,13:42:30,2742,2139,FULFILLED,ARS,39600.0,8316.0,0.0,47916.0
776,110,2,3,425,11:14:30,1641,3,FULFILLED,ARS,43200.0,9072.0,0.0,52272.0
777,1043,1,,372,19:05:35,951,1710,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0
778,841,2,1,761,04:13:20,,1,FULFILLED,ARS,28350.0,5953.5,0.0,34303.5
779,4,1,,582,07:39:35,1329,2922,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
780,1307,1,,693,04:34:49,349,2192,PAID,ARS,22800.0,4788.0,0.0,27588.0
781,1113,2,3,954,07:45:16,369,3,CANCELLED,ARS,34200.0,7182.0,0.0,41382.0
782,1490,1,,756,00:03:05,2310,2438,FULFILLED,ARS,79152.0,16621.92,900.0,96673.92
783,435,2,1,773,12:20:44,1623,1,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
784,905,1,,768,23:18:45,,2985,REFUNDED,ARS,53580.0,11251.8,900.0,65731.8
785,724,1,,842,16:12:14,1634,2931,FULFILLED,ARS,21168.0,4445.28,1200.0,26813.28
786,1436,1,,462,16:11:46,1107,2109,PAID,ARS,42750.0,8977.5,0.0,51727.5
787,904,1,,559,15:03:06,2438,1639,FULFILLED,ARS,81450.0,17104.5,1200.0,99754.5
788,1186,2,1,666,23:38:37,1624,1,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2
789,941,1,,625,14:40:42,2605,2130,FULFILLED,ARS,87300.0,18333.0,900.0,106533.0
790,564,1,,910,00:33:57,103,1005,FULFILLED,ARS,53760.0,11289.6,1200.0,66249.6
791,965,1,,911,23:12:29,,1593,FULFILLED,ARS,14250.0,2992.5,900.0,18142.5
792,595,1,,501,16:32:06,2523,1572,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0
793,445,1,,681,05:28:44,,2670,FULFILLED,ARS,51600.0,10836.0,1200.0,63636.0
794,987,1,,592,12:22:53,135,1617,REFUNDED,ARS,42750.0,8977.5,0.0,51727.5
795,874,2,3,848,18:51:12,740,3,FULFILLED,ARS,72900.0,15309.0,0.0,88209.0
796,1493,2,4,976,00:51:11,1580,4,FULFILLED,ARS,11400.0,2394.0,0.0,13794.0
797,677,1,,468,22:12:17,1609,369,CANCELLED,ARS,79032.0,16596.72,900.0,96528.72
798,1247,2,3,376,02:46:21,1074,3,FULFILLED,ARS,60252.0,12652.92,0.0,72904.92
799,616,2,3,801,06:41:45,3109,3,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
800,718,1,,401,20:59:55,2155,3138,FULFILLED,ARS,24000.0,5040.0,900.0,29940.0
801,1366,1,,832,20:50:08,834,2183,FULFILLED,ARS,36000.0,7560.0,1200.0,44760.0
802,765,1,,785,15:49:25,56,1876,PAID,ARS,22140.0,4649.4,900.0,27689.4
803,633,2,4,858,21:35:10,469,4,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0
804,807,1,,992,16:15:57,2308,928,PAID,ARS,47250.0,9922.5,1200.0,58372.5
805,175,1,,414,11:45:11,3023,90,FULFILLED,ARS,11760.0,2469.6,900.0,15129.6
806,544,1,,657,11:18:38,1821,2797,CANCELLED,ARS,10260.0,2154.6,1500.0,13914.6
807,1226,2,2,577,19:41:20,1724,2,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
808,268,2,2,869,03:28:21,147,2,CANCELLED,ARS,35280.0,7408.8,0.0,42688.8
809,290,2,1,418,20:05:11,3115,1,PAID,ARS,13500.0,2835.0,0.0,16335.0
810,642,2,1,567,18:50:27,3023,1,PAID,ARS,46680.0,9802.8,0.0,56482.8
811,884,2,3,794,03:41:34,2654,3,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0
812,1175,2,4,951,16:41:26,1362,4,PAID,ARS,23520.0,4939.2,0.0,28459.2
813,48,1,,741,06:05:31,805,2045,FULFILLED,ARS,29400.0,6174.0,1500.0,37074.0
814,62,1,,648,07:34:29,631,224,FULFILLED,ARS,25200.0,5292.0,1200.0,31692.0
815,671,1,,656,03:14:43,546,282,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0
816,590,1,,901,04:48:39,419,2432,FULFILLED,ARS,33240.0,6980.4,0.0,40220.4
817,1202,2,4,849,03:18:27,,4,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5
818,958,2,4,779,07:38:35,128,4,PAID,ARS,12000.0,2520.0,0.0,14520.0
819,57,1,,838,09:11:49,2969,473,FULFILLED,ARS,45000.0,9450.0,1200.0,55650.0
820,917,2,3,917,17:15:59,1275,3,FULFILLED,ARS,60270.0,12656.7,0.0,72926.7
821,907,2,2,429,09:53:13,2406,2,FULFILLED,ARS,56448.0,11854.08,0.0,68302.08
822,599,1,,644,20:28:14,3135,1307,FULFILLED,ARS,52800.0,11088.0,1500.0,65388.0
823,1494,1,,560,08:04:07,1058,642,FULFILLED,ARS,20520.0,4309.2,900.0,25729.2
824,852,1,,377,13:21:19,2548,1368,FULFILLED,ARS,12150.0,2551.5,900.0,15601.5
825,16,1,,815,19:29:19,2367,691,FULFILLED,ARS,22680.0,4762.8,1200.0,28642.8
826,112,1,,391,12:56:39,635,2781,FULFILLED,ARS,58065.0,12193.65,1500.0,71758.65
827,858,2,1,674,19:04:57,1348,1,PAID,ARS,37800.0,7938.0,0.0,45738.0
828,761,1,,698,22:06:59,,134,FULFILLED,ARS,12936.0,2716.56,900.0,16552.56
829,1163,1,,631,18:00:16,968,224,FULFILLED,ARS,62190.0,13059.9,1200.0,76449.9
830,1413,2,4,713,17:24:13,2085,4,FULFILLED,ARS,59400.0,12474.0,0.0,71874.0
831,1475,2,3,543,07:31:02,101,3,PAID,ARS,10800.0,2268.0,0.0,13068.0
832,168,1,,643,23:15:45,513,1343,PAID,ARS,34200.0,7182.0,1200.0,42582.0
833,1336,2,2,443,20:09:54,1926,2,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0
834,1092,2,3,993,20:42:06,1226,3,FULFILLED,ARS,39690.0,8334.9,0.0,48024.9
835,685,1,,541,09:16:27,3096,1450,FULFILLED,ARS,69384.0,14570.64,1200.0,85154.64
836,689,1,,715,22:15:44,1287,3119,FULFILLED,ARS,14962.5,3142.12,0.0,18104.62
837,239,1,,679,05:06:25,3143,3191,REFUNDED,ARS,57720.0,12121.2,900.0,70741.2
838,1437,1,,713,11:20:25,,1683,PAID,ARS,21600.0,4536.0,1200.0,27336.0
839,303,2,2,790,02:48:04,2936,2,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
840,591,1,,836,13:27:08,1969,372,FULFILLED,ARS,45000.0,9450.0,1200.0,55650.0
841,291,1,,930,22:21:56,535,397,FULFILLED,ARS,32340.0,6791.4,1200.0,40331.4
842,1224,1,,419,05:14:31,3063,1511,CANCELLED,ARS,29925.0,6284.25,1500.0,37709.25
843,313,1,,886,00:32:22,3110,2723,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
844,1411,1,,438,14:44:32,551,2796,FULFILLED,ARS,35640.0,7484.4,1500.0,44624.4
845,30,1,,947,02:28:39,232,1367,FULFILLED,ARS,12348.0,2593.08,1200.0,16141.08
846,1371,1,,606,22:42:49,85,3107,PAID,ARS,34650.0,7276.5,0.0,41926.5
847,167,1,,969,20:26:41,1804,2485,PAID,ARS,21168.0,4445.28,0.0,25613.28
848,281,1,,487,10:12:55,1809,554,FULFILLED,ARS,23940.0,5027.4,900.0,29867.4
849,64,1,,937,15:48:14,2875,2127,FULFILLED,ARS,22680.0,4762.8,1200.0,28642.8
850,172,2,3,785,04:58:24,189,3,REFUNDED,ARS,13230.0,2778.3,0.0,16008.3
851,637,1,,702,22:58:06,3128,1098,CANCELLED,ARS,45000.0,9450.0,900.0,55350.0
852,1006,1,,587,17:18:42,2272,243,FULFILLED,ARS,28500.0,5985.0,1200.0,35685.0
853,539,2,2,452,12:31:50,2737,2,FULFILLED,ARS,16500.0,3465.0,0.0,19965.0
854,590,1,,940,08:58:58,577,1077,PAID,ARS,44550.0,9355.5,1500.0,55405.5
855,1294,2,2,957,00:27:47,2704,2,FULFILLED,ARS,22230.0,4668.3,0.0,26898.3
856,60,2,2,459,17:45:44,909,2,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
857,136,1,,864,03:38:56,1625,622,REFUNDED,ARS,27000.0,5670.0,1200.0,33870.0
858,1356,1,,949,17:23:05,,180,FULFILLED,ARS,27000.0,5670.0,1200.0,33870.0
859,371,1,,453,04:22:13,1105,2009,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
860,1406,2,2,959,23:29:52,2623,2,FULFILLED,ARS,46305.0,9724.05,0.0,56029.05
861,1104,1,,774,05:35:01,710,1822,FULFILLED,ARS,20520.0,4309.2,900.0,25729.2
862,817,1,,723,10:36:57,3033,2404,REFUNDED,ARS,11970.0,2513.7,0.0,14483.7
863,240,1,,888,02:47:34,2786,3002,FULFILLED,ARS,40500.0,8505.0,900.0,49905.0
864,476,1,,663,16:53:49,378,2373,CREATED,ARS,44040.0,9248.4,900.0,54188.4
865,1115,1,,481,21:09:04,2131,2820,FULFILLED,ARS,113778.0,23893.38,1200.0,138871.38
866,412,1,,777,14:33:32,333,370,FULFILLED,ARS,45000.0,9450.0,1200.0,55650.0
867,671,2,4,900,06:24:46,2983,4,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
868,328,2,1,504,23:13:15,2337,1,CANCELLED,ARS,34200.0,7182.0,0.0,41382.0
869,371,1,,614,05:18:07,1869,2871,FULFILLED,ARS,29400.0,6174.0,900.0,36474.0
870,1048,1,,480,13:53:05,1048,2913,PAID,ARS,12825.0,2693.25,1200.0,16718.25
871,1259,1,,785,18:10:36,,504,FULFILLED,ARS,40584.0,8522.64,1200.0,50306.64
872,397,2,3,884,14:46:54,346,3,FULFILLED,ARS,41175.0,8646.75,0.0,49821.75
873,470,1,,844,01:36:50,1344,791,FULFILLED,ARS,29400.0,6174.0,900.0,36474.0
874,555,2,4,770,10:47:06,2465,4,FULFILLED,ARS,21168.0,4445.28,0.0,25613.28
875,1257,2,2,468,03:12:14,1245,2,FULFILLED,ARS,11970.0,2513.7,0.0,14483.7
876,757,1,,811,10:25:28,886,527,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
877,216,1,,463,01:36:43,3172,1604,FULFILLED,ARS,44280.0,9298.8,1200.0,54778.8
878,1176,2,1,666,13:58:53,1297,1,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
879,2,2,1,511,12:00:35,2760,1,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
880,1295,2,4,822,15:58:46,2318,4,FULFILLED,ARS,9720.0,2041.2,0.0,11761.2
881,1335,2,3,599,20:35:09,2539,3,FULFILLED,ARS,19440.0,4082.4,0.0,23522.4
882,1445,2,3,440,01:09:44,998,3,FULFILLED,ARS,44040.0,9248.4,0.0,53288.4
883,691,1,,578,17:45:53,2273,2976,FULFILLED,ARS,10260.0,2154.6,1200.0,13614.6
884,780,1,,602,08:53:00,1258,87,FULFILLED,ARS,50242.5,10550.92,900.0,61693.42
885,338,1,,921,14:48:58,1016,30,FULFILLED,ARS,13200.0,2772.0,1200.0,17172.0
886,380,1,,402,12:56:38,2570,309,PAID,ARS,21600.0,4536.0,1200.0,27336.0
887,582,1,,725,00:08:20,3138,378,PAID,ARS,43650.0,9166.5,1500.0,54316.5
888,711,1,,721,19:41:00,1243,2339,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5
